Date;Time;Flagging;'U12_[V]';'U23_[V]';'U31_[V]';'IL1_[A]';'IL2_[A]';'IL3_[A]';'I_Neutral_[A]';'IL1_max_[A]';'IL2_max_[A]';'IL3_max_[A]';'I_Neutral_max_[A]';'IL1_min_[A]';'IL2_min_[A]';'IL3_min_[A]';'I_Neutral_min_[A]';'Pst_U12';'Pst_U23';'Pst_U31';'Plt_U12';'Plt_U23';'Plt_U31';'Unbalance_-_Voltage_(_Neg./Pos.)_[%]';'Unbalance_-_Current_(_Neg./Pos.)_[%]';'F_[Hz]';'P_total_min_[W]';'P_total_[W]';'P_total_[W]'_abs;'P_total_max_[W]';'S_total_min__[VA]';'S_total_[VA]';'S_total_max_[VA]';'PF_total';'PF_total'_abs;'cos(phi)';'tan(phi)';'QV_total_[Var]';'UL1_[V]';'UL2_[V]';'UL3_[V]';'UL1_max_[V]';'UL2_max_[V]';'UL3_max_[V]';'UL1_min_[V]';'UL2_min_[V]';'UL3_min_[V]';'Pst_UL1';'Pst_UL2';'Pst_UL3'
17.08.2021;11:50:00; ;396,051758;397,828766;398,028107;40,261974;33,898895;23,521847;7,095623;56,979191;60,634357;36,286594;13,57053;31,426796;21,798103;15,830182;2,11552;1,30143;1,311146;1,323857; ; ; ;0,317204;14,253094;50,006256;18081,0957;21385,09766;21385,09766;26213,33984;18936,51953;21940,58984;26515,80078;0,974682;0,974682;0,989339;0,147201;3139,414795;228,822418;229,156616;230,279236;236,133331;236,790939;237,977585;211,890427;212,981583;213,444794;1,300732;1,299542;1,345527
17.08.2021;12:00:00; ;395,990112;397,701721;397,730896;35,434212;39,701584;30,248745;4,233287;66,081329;68,563202;60,469196;20,704432;17,351488;27,404074;17,351856;1,741451;1,455935;1,480076;1,480515;1,575565;1,582787;1,590842;0,290433;3,132592;50,007061;15972,25;22860,3125;22860,3125;32808,28516;16826,91797;23602,26172;34884,25781;0,968565;0,968565;0,981065;0,197416;4501,663574;228,84761;229,013458;230,117035;238,970093;239,477142;240,62793;209,973785;211,175522;211,547852;1,467199;1,454511;1,493298
17.08.2021;12:10:00; ;396,101135;398,048615;397,426941;44,864651;50,379543;49,328148;5,70095;67,213043;80,842613;70,101128;17,44578;22,0319;32,242867;36,518852;1,968559;0,328908;0,32689;0,322418; ; ; ;0,289711;8,871922;50,006805;20216,57227;31144,76172;31144,76172;44377,84766;20923,22852;31711,02734;44862,13672;0,982143;0,982143;0,989328;0,147278;4578,254395;228,710297;229,253616;230,101776;231,06958;232,442413;232,769562;226,666367;226,79863;227,25032;0,323274;0,32895;0,320529
17.08.2021;12:20:00; ;396,00412;398,689026;398,256073;52,849976;45,091892;41,285179;6,648161;81,789078;75,356171;69,549988;17,526278;41,040413;32,298779;29,145737;2,371341;1,503;1,513549;1,500961; ; ; ;0,4192;10,686997;50,006603;22982,94922;30898,17969;30898,17969;39597,53906;23369,69922;31301,08008;40724,23438;0,987128;0,987128;0,993723;0,112574;3471,853027;228,737183;229,427277;230,695847;239,687042;240,849487;241,814438;209,187973;211,453506;211,362076;1,495472;1,488006;1,526507
17.08.2021;12:30:00; ;396,154175;397,547852;397,379089;38,565903;47,939087;30,085857;4,227507;58,604958;61,064308;54,033756;13,679303;27,995327;34,612293;21,506269;0,968453;1,485337;1,504012;1,49729; ; ; ;0,22155;4,223181;50,006279;21635,39453;25845,09375;25845,09375;32643,58203;21964,68555;26186,46289;33005,89844;0,986964;0,986964;0,996734;0,081015;2089,446533;228,730438;228,994827;230,05571;239,347031;240,128525;241,521683;209,442963;210,602371;211,290207;1,478199;1,478362;1,516225
17.08.2021;12:40:00; ;396,158142;397,796234;397,952271;41,775215;37,949387;28,009232;4,690598;59,287708;62,277103;38,294922;13,043813;26,090662;26,674759;18,132797;2,539122;1,449461;1,475033;1,467499; ; ; ;0,288935;8,010249;50,006847;18109,26758;23872,07422;23872,07422;29345,02148;18551,81836;24255,63086;29644,53711;0,984187;0,984187;0,994809;0,10229;2436,563232;228,878845;229,1035;230,274734;238,949066;239,921646;241,186646;209,842422;211,40239;211,735153;1,448621;1,449595;1,486441
17.08.2021;12:50:00; ;396,117615;398,27832;398,292633;35,411827;30,420975;24,001123;7,440815;51,719402;48,331093;40,712925;17,717564;19,295504;19,214344;13,02562;1,196298;1,472511;1,497318;1,489966; ; ; ;0,363694;10,930299;50,00692;14837,57617;19602,36914;19602,36914;25087,30859;15572,45703;20227,82617;25567,875;0,969079;0,969079;0,986265;0,167471;3274,455811;228,91684;229,273941;230,516342;239,430222;240,04834;241,455963;209,716705;211,04866;211,310852;1,477987;1,471515;1,509637
17.08.2021;13:00:00; ;396,117584;398,34726;398,4646;32,519463;25,046278;22,762331;5,355724;53,614174;45,813507;36,828831;10,795219;14,790061;11,960297;7,008677;2,091229;1,523352;1,542308;1,540998; ; ; ;0,384245;17,773596;50,006035;11620,59668;16480,46484;16480,46484;21143,50391;12617,81348;17256,55078;21730,17383;0,955027;0,955027;0,977511;0,215737;3545,418701;228,950256;229,30661;230,58812;239,955139;241,092636;242,211884;209,073624;210,806458;210,846512;1,52879;1,522627;1,560846
17.08.2021;13:10:00; ;396,17923;398,211731;397,680145;35,557896;26,967279;39,629284;4,639099;66,196777;59,605072;60,912495;12,90831;20,629234;14,12755;27,137869;2,922262;1,505115;1,518367;1,516658; ; ; ;0,306516;22,908173;50,006462;15479,33008;22033,90625;22033,90625;30612,96484;16020,58203;22593,38086;31015,34961;0,975237;0,975237;0,992161;0,125952;2768,637451;228,798157;229,347305;230,204971;239,308075;240,522308;241,164658;209,310242;211,186752;210,914658;1,504028;1,498765;1,529959
17.08.2021;13:20:00; ;396,247223;398,484497;398,453613;34,742424;19,664848;22,341763;5,217546;56,882946;28,988327;41,309677;8,866546;14,078858;5,976897;6,081021;4,147121;1,632368;1,660178;1,65956; ; ; ;0,37317;30,596043;50,006805;6933,5;15422,19922;15422,19922;25664,30273;8021,630859;15952,9209;25967,77734;0,966732;0,966732;0,998083;0,062009;953,327393;228,938416;229,397415;230,65477;241,347382;242,004654;243,622238;209,310913;209,695572;210,562393;1,631454;1,631862;1,666893
17.08.2021;13:30:00; ;396,295166;398,08606;398,561005;21,532187;16,351553;10,718266;4,697519;33,704987;28,50519;24,66721;14,198905;7,278315;6,493447;5,10372;1,894852;0,335229;0,32154;0,328223; ; ; ;0,347836;39,827652;50,006569;-6414,543945;6835,864746;6835,864746;14059,32617;3753,516602;8049,111816;14600,9541;0,849269;0,849269;0,977742;0,214585;1458,168579;229,009628;229,192963;230,646118;231,419876;232,425461;233,609894;227,221634;227,81192;229,092148;0,335405;0,323063;0,325871
17.08.2021;13:40:00; ;396,199463;398,072052;398,920349;20,391054;21,208618;11,190265;7,2049;42,869637;43,377167;24,533783;13,656505;9,59611;4,677351;4,935826;4,012776;1,547997;1,560513;1,566324; ; ; ;0,404521;18,844643;50,006561;-4591,349609;6103,666016;6103,666016;17058,74609;5392,890137;8189,9375;17524,14648;0,745264;0,745264;0,869725;0,567463;3441,925049;229,003952;229,15863;230,831314;240,404037;240,511002;242,568237;209,774826;210,197617;211,263;1,553658;1,547178;1,586486
17.08.2021;13:50:00; ;396,04892;397,897339;398,314117;28,229151;29,627073;13,742717;7,721463;37,673752;44,222385;30,192513;11,348628;13,607758;11,783628;5,451985;4,756962;1,656661;1,655397;1,683519; ; ; ;0,349715;18,771849;50,006683;8099,491211;14538,9082;14538,9082;19225,375;8945,458984;15227,20117;19831,53125;0,954798;0,954798;0,986116;0,168398;2439,354736;228,853394;229,07901;230,528854;241,297028;241,851593;243,884552;207,986984;209,344376;210,286987;1,669717;1,634605;1,686081
17.08.2021;14:00:00; ;395,994751;397,602722;397,678101;36,399746;33,88739;25,258339;7,358188;63,72567;75,637657;50,155952;13,954024;25,203842;18,172977;6,569342;4,626856;1,596355;1,601006;1,601261;1,437162;1,453218;1,453556;0,275787;11,617175;50,006702;12775,9502;19970,2793;19970,2793;26087,14258;13560,72852;20510,53125;26398,02539;0,97366;0,97366;0,993072;0,118329;2355,970215;228,699982;229,060516;230,136124;240,274384;241,251144;242,501862;209,04332;210,405746;210,656891;1,595385;1,587955;1,61473
17.08.2021;14:10:00; ;396,07666;397,616913;397,696442;24,600496;30,531805;14,471639;6,56361;53,181007;51,605717;26,942116;13,700231;11,483148;20,389952;5,688414;4,633667;1,598566;1,618477;1,617478; ; ; ;0,264587;14,903915;50,006153;8643,108398;13780,29492;13780,29492;23017,76953;9696,535156;14457,64551;23410,07031;0,953149;0,953149;0,993192;0,117284;1609,619751;228,81958;228,958557;230,180298;240,368729;240,888763;242,336548;209,187943;209,651794;210,367905;1,597698;1,590767;1,638284
17.08.2021;14:20:00; ;396,119537;397,481689;397,668793;21,81748;27,404449;15,891547;6,080931;44,129234;46,373653;39,565952;12,96263;9,286475;9,370727;5,314504;3,229888;1,598039;1,610715;1,617593; ; ; ;0,245983;12,221779;50,006664;6091,417969;12698,88574;12698,88574;23433,30078;7333,638672;13396,15723;23801,5;0,94795;0,94795;0,994476;0,105548;1334,328857;228,841064;228,944763;230,101852;240,419861;241,182236;242,554749;208,666122;208,854263;209,955811;1,604074;1,604106;1,624357
17.08.2021;14:30:00; ;396,105469;397,857147;397,65625;27,298214;29,059254;23,479126;4,282711;54,912643;53,839874;39,646599;12,863898;7,61039;9,331519;5,933202;2,198467;1,62016;1,634229;1,633259; ; ; ;0,278171;11,926321;50,006573;7113,042969;16103,95215;16103,95215;23392,20508;8371,842773;16859,14648;24185,81445;0,955206;0,955206;0,98514;0,174346;2797,222412;228,792877;229,105423;230,190598;240,537186;241,207504;242,423767;208,920212;209,552246;209,989426;1,612468;1,613455;1,640635
17.08.2021;14:40:00; ;396,367554;397,806122;397,923279;30,460833;35,222225;20,980825;4,078693;64,371399;70,443108;48,466465;13,780861;18,704596;21,918169;5,421583;2,526213;0,37346;0,380074;0,379474; ; ; ;0,250125;9,851542;50,005131;9646,554688;17951,37891;17951,37891;27497,19922;11099,58008;18629,08789;28040,00586;0,963621;0,963621;0,988204;0,154972;2774,116699;229,076675;229,189316;230,080994;231,693283;231,859421;232,837692;226,519165;226,494751;227,09787;0,372916;0,376164;0,38343
17.08.2021;14:50:00; ;396,530945;397,670929;397,608612;20,425798;16,964432;10,233657;4,405943;52,912968;55,554253;47,077805;13,890357;10,696908;4,885629;5,064869;2,543184;1,689976;1,703027;1,697034; ; ; ;0,183545;26,09326;50,005322;-5551,671387;2167,115723;2167,115723;10118,30078;5331,29834;8189,712891;12561,70801;0,264614;0,264614;0,319052;2,970474;6308,703125;229,125473;229,072922;229,977356;241,172272;241,725159;242,604065;208,274841;209,038712;209,370163;1,69302;1,68971;1,713487
17.08.2021;15:00:00; ;396,554443;397,191315;397,08252;14,978651;20,992537;14,626202;3,794422;28,142015;34,424118;33,480778;12,281953;9,064304;5,691426;6,327062;2,72061;1,696009;1,7101;1,70968; ; ; ;0,097325;28,431623;50,005219;-5683,193848;6956,563477;6956,563477;14895,47559;4430,810059;8505,09082;15680,93457;0,817929;0,817929;0,910601;0,453861;3139,651367;229,083405;228,946121;229,577271;241,670105;241,97142;243,17984;208,056931;208,323456;208,962738;1,695277;1,688646;1,724362
17.08.2021;15:10:00; ;396,513916;397,358734;397,046112;12,731934;19,080528;15,186005;5,201139;28,369534;35,358578;35,920933;11,941197;6,020903;9,570784;6,989122;1,583512;0,364062;0,344755;0,352484; ; ; ;0,122147;11,064334;50,005375;-292,49765;6980,273438;6980,273438;13397,22266;4130,236816;8219,49707;13914,47559;0,849234;0,849234;0,974484;0,230334;1597,144531;229,134171;228,917511;229,612274;231,913589;232,49408;232,7612;226,770554;226,102615;227,191666;0,362806;0,351462;0,347394
17.08.2021;15:20:00; ;396,494171;397,519989;396,904816;19,133892;23,471144;20,413143;7,131168;53,001255;61,097862;44,767319;9,959235;7,940331;5,088576;5,629298;3,622744;1,724067;1,730144;1,729752; ; ; ;0,148151;14,476008;50,005959;2,61554;10915,3291;10915,3291;19680,56445;6489,719238;12103,97656;20006,34766;0,901797;0,901797;0,963503;0,277838;3019,94873;229,011948;229,045471;229,60643;241,647568;241,862091;242,612213;207,756775;208,295547;208,338135;1,723128;1,716402;1,744408
17.08.2021;15:30:00; ;396,568909;397,500458;396,728333;28,079445;24,056868;17,409321;4,578726;44,520321;36,688187;41,328491;13,304403;13,842494;8,031544;5,853123;1,830666;0,30267;0,298652;0,297152; ; ; ;0,143886;23,276789;50,005013;-7528,818359;7918,052734;7918,052734;20750,26563;5244,837891;10243,82324;21227,49414;0,772959;0,772959;0,861585;0,589161;4640,79248;228,961716;229,023758;229,603226;231,023865;231,202698;231,413544;226,264771;226,435974;226,677841;0,300368;0,299766;0,29747
17.08.2021;15:40:00; ;396,480804;397,411285;396,087189;20,296116;37,623028;35,629391;3,627744;33,053654;70,61245;76,245972;12,990808;8,463843;11,355452;8,666587;1,481513;1,66624;1,687329;1,679083; ; ; ;0,197245;19,8382;50,006371;9125,273438;18760,83203;18760,83203;34644,30469;10164,03516;19285,87695;35146,91406;0,972776;0,972776;0,991725;0,129453;2422,327393;228,820801;229,08255;229,220795;240,795486;241,586838;242,224289;208,251099;208,955688;209,09613;1,672879;1,66666;1,700642
17.08.2021;15:50:00; ;396,552673;397,022095;396,19986;22,491304;37,149982;34,268547;3,911753;34,607468;67,127121;50,784992;13,347252;13,960991;20,479733;16,494678;2,025458;0,34975;0,347444;0,348929; ; ; ;0,120074;14,727442;50,005627;12690,95801;19863,22656;19863,22656;30008,75391;13457,17676;20341,25;30333,38477;0,9765;0,9765;0,993318;0,116184;2302,837402;228,910812;228,871429;229,209808;231,919617;231,970108;232,241989;225,987305;226,184464;226,046463;0,350554;0,347597;0,347472
17.08.2021;16:00:00; ;396,661499;396,997437;396,813141;19,721039;18,388842;18,737843;4,935862;36,025745;37,173698;38,672928;14,384559;9,630802;5,306296;6,208366;1,872775;0,365851;0,365424;0,361978;1,443763;1,455147;1,454012;0,048522;45,667667;50,005264;-6482,741699;5303,189941;5303,189941;20719,08789;5957,496582;8410,356445;21151,9707;0,630555;0,630555;0,74836;0,886328;4667,498535;229,102203;228,73558;229,551086;231,935898;231,74939;232,426163;226,26593;226,306793;226,637634;0,366291;0,362662;0,361583
17.08.2021;16:10:00;X;396,511566;396,90802;397,367554;22,317207;28,858603;17,603163;4,885325;54,541138;48,947548;54,362663;13,376781;10,085619;5,467376;6,601132;1,970212;1,821597;1,820813;1,836533; ; ; ;0,124163;9,121468;50,005501;6891,043457;13515,19238;13515,19238;21225,01563;8393,922852;14396,84766;22108,74609;0,938761;0,938761;0,973187;0,236351;3184,588623;229,170685;228,662659;229,742203;242,435577;241,975662;243,620056;206,902466;206,786346;207,789948;1,828866;1,806292;1,843994
17.08.2021;16:20:00; ;396,589569;397,548584;397,446716;23,283123;17,821411;13,810091;6,039603;37,137829;37,158577;31,139202;16,086447;13,600045;6,414219;5,561117;2,282666;0,413908;0,412093;0,40224; ; ; ;0,152565;45,104359;50,004856;-6945,793945;4877,009766;4877,009766;16771,64063;5529,176758;8316,083008;17390,01367;0,586455;0,586455;0,701822;1,015005;4910,131348;229,125824;228,996933;229,911057;232,019562;232,152756;233,108459;225,804291;225,739944;226,550583;0,410313;0,412493;0,406338
17.08.2021;16:30:00; ;396,711334;397,36734;397,051392;23,239662;13,622909;11,731479;7,361229;33,986637;25,121235;33,876377;16,528816;11,690983;5,284166;5,29178;2,28109;0,370333;0,370644;0,362301; ; ; ;0,095027;56,83548;50,005581;-6141,704102;165,230469;165,230469;7887,953125;5060,144531;8186,462891;10997,31836;0,020183;0,020183;0,019587;51,045887;6703,615723;229,106445;228,927353;229,733185;231,944504;231,392136;232,509583;226,300262;226,439835;226,940887;0,367655;0,369368;0,364979
17.08.2021;16:40:00;X;396,582977;397,076111;397,272308;18,696192;16,47378;11,378194;4,98497;28,62406;32,878933;32,33102;15,266369;10,01956;5,105562;4,716871;1,870302;1,845812;1,860232;1,868133; ; ; ;0,102722;38,258728;50,004707;-4900,160156;4468,682617;4468,682617;12495,76758;4659,65918;8024,088379;13494,39941;0,556908;0,556908;0,64437;1,186763;5258,526855;229,165741;228,731537;229,758835;243,021332;242,845947;244,175659;206,907455;206,97258;207,731323;1,853145;1,837419;1,875725
17.08.2021;16:50:00; ;396,644501;397,27713;396,462646;19,172543;18,954876;28,933653;4,148213;40,369396;39,816776;50,227077;12,962786;13,855741;7,004105;11,967029;1,445501;0,35982;0,360449;0,353383; ; ; ;0,124572;39,355053;50,005493;4153,894531;11523,83594;11523,83594;19745,2207;7524,810059;13280,0332;21223,40039;0,867757;0,867757;0,909002;0,458515;5267,140625;229,051025;228,926773;229,361816;231,763748;231,604797;232,196457;226,262558;225,907852;226,108841;0,358729;0,357939;0,356457
17.08.2021;17:00:00; ;396,679535;397,580566;396,419861;18,909931;14,215259;30,162779;4,291546;32,939411;28,912909;52,142941;13,646159;13,778242;7,211104;15,689194;1,806367;0,356104;0,355534;0,352718; ; ; ;0,177448;58,85067;50,005451;5171,836914;10304,06445;10304,06445;17202,63281;7884,334473;12034,45215;18505,05078;0,856214;0,856214;0,902777;0,47643;4891,873535;228,979858;229,087555;229,443253;231,663651;231,709259;232,569275;226,283386;226,583801;226,396667;0,357031;0,352848;0,354431
17.08.2021;17:10:00; ;396,560913;397,791473;397,134644;29,050476;15,389067;27,719622;5,485189;57,393509;50,723225;54,382229;15,37511;12,350623;5,112262;13,704947;2,330282;0,430486;0,42663;0,427905; ; ; ;0,178765;36,646511;50,005249;8894,87207;14352,90625;14352,90625;21618,11719;10038,41016;15459,64063;22510,87109;0,928411;0,928411;0,95841;0,297781;4262,768066;229,048828;229,147919;229,782608;231,973724;232,016418;233,093277;226,062988;226,015625;226,04863;0,429656;0,426626;0,429992
17.08.2021;17:20:00; ;396,669952;397,514313;397,348389;25,146263;23,952814;21,52132;5,101063;42,582481;58,301102;38,545364;15,051236;12,364338;9,452538;4,22533;2,09436;0,322303;0,317113;0,315834; ; ; ;0,129674;16,373953;50,005867;6952,308594;13180,66211;13180,66211;23975,92188;8547,212891;14455,75977;24673,46484;0,911793;0,911793;0,942032;0,356171;4683,415527;229,116898;229,122299;229,750534;231,688202;231,753403;232,107727;226,316025;226,541245;226,637833;0,320205;0,321265;0,314709
17.08.2021;17:30:00;X;396,581177;397,086548;396,939148;25,557316;29,818933;17,392347;3,967817;51,464325;54,151638;39,355717;12,815512;12,200481;14,956539;4,105772;1,19714;1,866855;1,876181;1,89166; ; ; ;0,075121;9,262791;50,004597;5942,608887;14333,08203;14333,08203;24061,59375;7644,125;15140,00977;24495,4082;0,946702;0,946702;0,972841;0,237938;3402,615967;229,015305;228,985641;229,458054;242,862061;242,891479;243,806381;207,537247;207,733902;206,395187;1,87827;1,858647;1,907642
17.08.2021;17:40:00; ;396,702271;397,249115;396,60257;22,447201;22,797159;22,171747;4,566539;40,583252;36,187855;39,372883;14,180627;10,326823;8,543626;5,594892;2,139101;0,188412;0,177494;0,183067; ; ; ;0,101227;12,990992;50,005741;4423,709473;13138,5752;13138,5752;21782,79688;5981,07666;13962,7959;22302,06836;0,94097;0,94097;0,972465;0,239649;3141,185791;228,954453;229,128464;229,34198;229,831696;229,961304;230,475983;227,83522;227,98822;228,032623;0,186115;0,182858;0,177722
17.08.2021;17:50:00; ;396,730591;397,159302;397,048645;17,500593;23,24402;16,711512;5,270653;28,159599;39,174026;37,641167;13,506933;12,293466;10,309822;6,068617;2,586546;0,173397;0,161269;0,167727; ; ; ;0,064177;3,62681;50,004292;6727,28125;11127,19141;11127,19141;18979,04297;7697,458008;11905,96094;19569,5918;0,93459;0,93459;0,975729;0,22443;2490,354004;229,12059;228,980148;229,545441;229,717712;229,773514;230,749207;228,423691;227,802521;228,062576;0,169817;0,168101;0,173718
17.08.2021;18:00:00;X;396,668182;396,524567;396,543732;22,313437;31,637032;19,879732;4,0496;36,170273;45,28656;34,292755;12,526018;13,50065;17,444893;7,431145;1,581385;0,327544;0,32032;0,321958;1,170155;1,174842;1,182696;0,023324;5,642199;50,005798;9735,856445;15438,53027;15438,53027;21703,16016;10319,90039;15922,99609;22090,47656;0,969574;0,969574;0,993767;0,112173;1728,100464;229,004333;228,788818;229,161636;230,402908;230,651199;231,116882;226,827576;226,686432;226,552582;0,325337;0,322496;0,322276
17.08.2021;18:10:00; ;396,559418;397,02948;397,109772;39,709686;37,077045;22,912233;3,343417;56,035938;54,338417;39,585831;12,005116;21,454382;18,286608;12,552443;1,628183;0,354653;0,35059;0,352779; ; ; ;0,08582;15,578254;50,00592;13366,72852;21761,9707;21761,9707;28680,01563;13803,83887;22008,68945;28817,70898;0,98879;0,98879;0,999157;0,041092;892,864807;229,068924;228,991608;229,45195;231,158875;230,756134;231,53833;226,785629;226,662033;226,566315;0,35309;0,352924;0,35245
17.08.2021;18:20:00;X;343,207886;343,872894;343,237366;27,912951;25,578705;26,540392;2,046964;43,773857;55,562916;42,31258;10,531791;0,003919;0,014289;0,005075;0,022006;7,610293;7,888949;7,818208; ; ; ;0,126857;14,547425;50,005512;0,000049;15128,87891;15128,87891;26241,85938;0,000701;15330,67481;26384,9082;0,986837;0,986837;0,999338;0,036408;549,821777;198,15834;198,247269;198,50351;229,774353;229,960251;230,31076;0,008835;0,010049;0,008945;7,610229;7,748446;7,960163
17.08.2021;18:30:00;X;310,249298;309,840454;310,318176;35,246399;31,241533;28,296803;3,060403;219,139084;161,925552;195,14119;25,290035;0,013078;0,013017;0,0166;0,022256;11,512366;11,512864;11,512623; ; ; ;0,095755;12,468204;49,972149;0,000104;15672,49609;15672,49609;46925,57813;0,000576;15760,91602;47200,94531;0,99439;0,99439;0,998662;0,051782;811,88385;179,120346;178,895248;179,157181;241,609528;241,404068;241,796722;0,007945;0,012814;0,006812;11,616302;11,512444;11,513091
17.08.2021;18:40:00; ;417,379669;416,601196;417,739838;32,832249;36,156258;28,102356;3,504739;50,004383;53,342655;44,228024;6,744935;26,807056;24,65369;15,459122;1,535218;0,100285;0,100466;0,108069; ; ; ;0,160597;9,843964;49,973827;16984,76953;22290,07422;22290,07422;29391,11328;17237,61133;22503,45313;29533,03711;0,990518;0,990518;0,999132;0,041689;929,751587;241,17955;240,322372;241,181137;241,82724;240,95105;241,878754;240,367615;239,363083;240,079147;0,107033;0,09654;0,102569
17.08.2021;18:50:00; ;416,943451;416,343018;416,919586;38,820698;39,870663;35,391739;3,263662;57,779316;53,998829;53,86224;7,021398;26,171812;22,940575;16,646694;1,4549;0,123411;0,126787;0,130153; ; ; ;0,094044;6,740196;49,962521;19491,99805;26342,66406;26342,66406;35912,91016;19797,21094;26570,11523;36045,47656;0,99144;0,99144;0,999809;0,019559;515,470459;240,84758;240,268967;240,692566;241,605804;241,145416;241,676056;239,898392;239,38826;239,740921;0,124145;0,128759;0,130759
17.08.2021;19:00:00; ;417,568085;416,547821;417,204071;34,405731;39,435608;29,250441;3,604996;50,137882;56,291592;40,981968;10,505837;22,710638;21,006826;21,411072;1,83705;0,131106;0,130566;0,131012; ; ; ;0,143576;5,49085;49,946163;16936,19141;23801,65234;23801,65234;30720,25586;17264,82227;24066,89063;30912,14648;0,988979;0,988979;0,999851;0,017278;411,483215;241,129044;240,474548;240,849274;242,031525;241,36322;241,896973;240,092636;239,539566;240,106445;0,128544;0,130854;0,127141
17.08.2021;19:10:00; ;421,721954;420,589752;421,248016;31,876446;39,315849;31,495764;3,371709;44,238495;65,993484;60,337635;12,605381;22,902252;14,38775;20,714535;1,972381;0,171614;0,168856;0,176551; ; ; ;0,156425;6,34859;50,019024;15558,67383;23325,64844;23325,64844;33717,50391;15940,28125;23594,79688;33899,99219;0,988593;0,988593;0,999802;0,019882;464,063538;243,520737;242,825317;243,173721;245,940048;244,7715;245,391739;241,71788;240,329788;241,314941;0,174408;0,170574;0,171773
17.08.2021;19:20:00; ;421,569519;420,814697;421,674957;38,967163;37,084431;28,089617;3,715004;59,332298;55,106483;46,183517;12,301371;24,402754;16,580553;18,212471;1,50198;0,126168;0,127396;0,129688; ; ; ;0,128696;13,854037;49,98885;16899,43359;24217,00586;24217,00586;31298,875;17248,14258;24492,12305;31480,66992;0,988767;0,988767;0,999367;0,035599;862,587585;243,533508;242,911926;243,362015;244,110413;243,824692;244,068161;242,774277;242,131165;242,393326;0,121267;0,127941;0,13143
17.08.2021;19:30:00; ;420,779175;420,338898;420,915741;51,737095;38,662449;37,881973;3,325106;67,347229;60,474079;56,320255;9,475996;35,010365;23,444706;19,06386;1,525205;0,080867;0,097011;0,112837; ; ; ;0,082519;16,475742;49,990395;22286,8125;30309,19922;30309,19922;36187,83203;22537,99805;30504,87109;36321,39453;0,993586;0,993586;0,999472;0,0325;985,375427;243,049545;242,652893;242,935303;243,722443;243,219971;243,678589;242,308685;241,996521;242,285309;0,08748;0,090521;0,112483
17.08.2021;19:40:00; ;421,101166;420,118225;421,186676;46,25742;49,292801;30,438498;4,25999;56,906559;70,976563;46,130695;9,415773;33,841179;28,001814;18,570107;1,878856;0,081036;0,084292;0,081881; ; ; ;0,162984;13,979758;49,98745;22449,66602;29869,0957;29869,0957;37171,38672;22646,08594;30049,75391;37354,41797;0,993988;0,993988;0,999773;0,021302;636,485352;243,219833;242,640808;242,99202;243,812897;243,180313;243,556641;242,522293;241,970367;242,299835;0,080581;0,089774;0,081533
17.08.2021;19:50:00; ;420,991821;419,772919;420,685974;41,581448;41,546192;37,660149;2,211452;61,997929;63,187477;71,246796;7,916558;32,396477;26,103369;20,23885;1,611914;0,089226;0,094664;0,098539; ; ; ;0,174445;4,986132;49,994228;21470,89063;28342,51758;28342,51758;40233,36719;21663,50391;28557,41211;40342,80469;0,992475;0,992475;0,999999;0,001078;30,563292;243,12471;242,413116;242,76416;243,726303;243,212128;243,40976;241,895828;241,362793;241,188873;0,089632;0,098572;0,113243
17.08.2021;20:00:00;X;420,028564;419,082886;419,717468;41,511288;33,298691;32,218403;4,328903;59,861637;47,863754;58,385563;14,403588;30,902794;17,123854;21,484358;1,494485;0,094996;0,099153;0,113107;5,472445;5,518805;5,506755;0,133309;16,893068;49,995541;19263,31055;25027,36719;25027,36719;32230,875;19548,60938;25262,92383;32409,79688;0,990676;0,990676;0,99999;0,004543;113,770355;242,590591;241,980835;242,216644;243,315475;242,569397;242,775085;241,837326;241,255661;241,416855;0,096716;0,09746;0,126058
17.08.2021;20:10:00; ;419,845337;419,805786;419,244629;47,070854;31,959024;43,333538;4,41688;63,417149;49,605045;78,888939;15,05613;33,074177;19,613173;28,721684;1,861072;0,07808;0,087782;0,128175; ; ; ;0,093566;20,682936;49,982681;23336,05469;28695,45898;28695,45898;37931,58594;23633,83984;28953,66602;38201,98828;0,991082;0,991082;0,998862;0,047756;1371,100952;242,360748;242,343033;242,122498;242,932175;243,018982;242,818237;241,472198;241,388489;241,241714;0,08033;0,087803;0,111492
17.08.2021;20:20:00; ;419,970795;419,257294;419,28595;51,43494;41,612743;36,183414;3,313397;63,418728;62,047653;49,263664;4,766318;40,460995;25,820486;24,756374;1,636678;0,073746;0,083151;0,075295; ; ; ;0,11214;15,491024;49,992794;25111,61328;30445,19922;30445,19922;34679,46875;25388,53516;30702,08203;34863,95703;0,991633;0,991633;0,999176;0,040625;1237,484009;242,379715;242,271866;241,9543;242,983322;242,857727;242,904144;241,471115;241,379486;241,196167;0,076312;0,085701;0,076287
