Date;Time;Flagging;'U12_[V]';'IL2_[A]';'IL3_[A]';'Plt_U12';'Plt_U23';'Plt_U31';'Pst_UL1';'Pst_UL2';'Pst_UL3'
11.08.2021;23:00:00; ;414,647644;16,115665;12,445803; ; ; ;0,097367;0,087175;0,090625
11.08.2021;23:10:00; ;413,458435;15,789472;13,820825; ; ; ;0,083864;0,077222;0,085509
11.08.2021;23:20:00; ;414,064911;15,979096;11,522285; ; ; ;0,081089;0,073456;0,087196
11.08.2021;23:30:00; ;415,496185;13,324116;13,795666; ; ; ;0,130298;0,126381;0,138801
11.08.2021;23:40:00; ;416,875671;14,397297;12,730022; ; ; ;0,110549;0,089584;0,093518
11.08.2021;23:50:00; ;417,330383;13,587687;11,274874; ; ; ;0,113742;0,083576;0,087048
12.08.2021;00:00:00; ;413,908722;14,97865;12,977107;0,324089;0,342622;0,333308;0,145798;0,138901;0,143342
12.08.2021;00:10:00; ;411,530975;14,059573;10,706231; ; ; ;0,094428;0,07607;0,080532
12.08.2021;00:20:00; ;412,317505;12,988358;10,614622; ; ; ;0,113443;0,119378;0,117929
12.08.2021;00:30:00; ;412,264526;13,234224;12,897149; ; ; ;0,100813;0,099887;0,100381
12.08.2021;00:40:00; ;412,90799;13,015806;10,637737; ; ; ;0,09227;0,088838;0,090408
12.08.2021;00:50:00; ;413,205078;13,687558;10,845063; ; ; ;0,102911;0,095909;0,099865
12.08.2021;01:00:00; ;413,871124;14,375485;13,791444; ; ; ;0,118258;0,117044;0,114602
12.08.2021;01:10:00; ;414,251251;11,920372;10,944971; ; ; ;0,11027;0,101092;0,096394
12.08.2021;01:20:00; ;414,575348;12,556215;11,222083; ; ; ;0,097553;0,090944;0,091173
12.08.2021;01:30:00; ;414,995636;12,335915;11,756543; ; ; ;0,07594;0,067302;0,07019
12.08.2021;01:40:00; ;415,509247;12,923556;11,4451; ; ; ;0,084651;0,084208;0,081842
12.08.2021;01:50:00; ;416,113495;13,400036;10,765178; ; ; ;0,123726;0,143933;0,124792
12.08.2021;02:00:00; ;415,533325;11,887093;11,801817;0,101734;0,10302;0,100049;0,097439;0,098058;0,094057
12.08.2021;02:10:00; ;416,058502;14,282434;12,788143; ; ; ;0,085302;0,107181;0,085485
12.08.2021;02:20:00; ;415,968689;14,276804;10,075603; ; ; ;0,760547;0,774897;0,823701
12.08.2021;02:30:00; ;415,831604;15,984176;10,47946; ; ; ;0,118505;0,127642;0,107809
12.08.2021;02:40:00; ;415,502838;17,006756;10,540604; ; ; ;0,121885;0,127616;0,136261
12.08.2021;02:50:00; ;415,649292;16,517628;10,771471; ; ; ;0,10048;0,103691;0,104838
12.08.2021;03:00:00; ;415,517578;14,424425;10,94611; ; ; ;0,080101;0,073552;0,075251
12.08.2021;03:10:00; ;415,247162;15,251304;14,54388; ; ; ;0,085874;0,091453;0,080978
12.08.2021;03:20:00; ;414,565338;15,915942;11,073525; ; ; ;0,134742;0,140807;0,132898
12.08.2021;03:30:00; ;415,083923;15,614595;10,586772; ; ; ;0,097933;0,098716;0,094757
12.08.2021;03:40:00; ;415,540283;15,847538;10,837718; ; ; ;0,090343;0,090815;0,094244
12.08.2021;03:50:00; ;415,68692;16,077995;14,157638; ; ; ;0,238425;0,110597;0,093866
12.08.2021;04:00:00; ;415,572327;15,338636;10,894445;0,334214;0,353384;0,357285;0,098787;0,100228;0,095983
12.08.2021;04:10:00; ;415,505829;14,698409;10,910741; ; ; ;0,149485;0,135637;0,142677
12.08.2021;04:20:00; ;415,617523;17,037884;11,464744; ; ; ;0,128244;0,126668;0,121487
12.08.2021;04:30:00; ;415,62442;18,175596;10,99152; ; ; ;0,084283;0,077554;0,079569
12.08.2021;04:40:00; ;415,148743;13,291402;10,732267; ; ; ;0,089562;0,084283;0,085566
12.08.2021;04:50:00; ;416,289673;13,882006;14,084955; ; ; ;0,103548;0,080303;0,08535
12.08.2021;05:00:00; ;416,689362;17,125053;9,864395; ; ; ;0,086007;0,083042;0,079365
12.08.2021;05:10:00; ;416,132935;14,242787;9,354703; ; ; ;0,26093;0,103751;0,104694
12.08.2021;05:20:00; ;416,00592;14,850114;13,937747; ; ; ;0,077256;0,070871;0,070855
12.08.2021;05:30:00; ;415,842041;23,551928;10,547654; ; ; ;0,075611;0,071899;0,071769
12.08.2021;05:40:00; ;415,838806;22,536358;13,434373; ; ; ;0,086739;0,07815;0,086057
12.08.2021;05:50:00; ;414,45874;14,88853;9,395776; ; ; ;0,339399;0,341945;0,361514
12.08.2021;06:00:00; ;411,722473;15,961287;10,937917;0,162298;0,163177;0,179093;0,747417;0,767505;0,816958
12.08.2021;06:10:00; ;412,758759;13,502297;11,904879; ; ; ;0,182815;0,179602;0,179792
12.08.2021;06:20:00; ;411,584229;11,522611;14,768829; ; ; ;0,739998;0,759663;0,747123
12.08.2021;06:30:00; ;411,956299;12,562213;9,58964; ; ; ;0,705507;0,756572;0,750417
12.08.2021;06:40:00; ;410,442291;15,950138;9,360553; ; ; ;0,695177;0,732977;0,753034
12.08.2021;06:50:00; ;413,406647;12,106812;10,66358; ; ; ;0,687566;0,718204;0,757611
12.08.2021;07:00:00; ;412,005524;11,766967;12,354509; ; ; ;0,705457;0,737573;0,73178
12.08.2021;07:10:00; ;412,930786;16,199356;14,915035; ; ; ;0,680842;0,717582;0,749441
12.08.2021;07:20:00; ;414,425842;11,567615;10,745606; ; ; ;0,714321;0,685896;0,715282
12.08.2021;07:30:00; ;412,65918;18,384682;9,117738; ; ; ;0,692993;0,71882;0,711475
12.08.2021;07:40:00; ;411,578979;18,009434;8,994699; ; ; ;0,690088;0,724166;0,712569
12.08.2021;07:50:00; ;410,681366;14,913015;6,42244; ; ; ;0,670355;0,703915;0,736967
12.08.2021;08:00:00; ;409,472778;11,219644;14,50298;0,694881;0,722132;0,706808;0,68919;0,720744;0,713452
12.08.2021;08:10:00; ;409,91983;15,365105;20,057869; ; ; ;0,683048;0,713801;0,714163
12.08.2021;08:20:00; ;410,012756;13,179162;16,68667; ; ; ;0,704088;0,710438;0,698252
12.08.2021;08:30:00; ;410,726044;18,414795;8,218465; ; ; ;0,69707;0,728029;0,71162
12.08.2021;08:40:00; ;410,337921;13,046396;7,048428; ; ; ;0,688759;0,719897;0,751344
12.08.2021;08:50:00; ;409,542206;10,946712;6,947433; ; ; ;1,129499;1,134438;1,160446
12.08.2021;09:00:00; ;410,767242;4,581102;8,933859; ; ; ;0,683331;0,713882;0,707782
12.08.2021;09:10:00; ;410,691467;5,540303;10,225623; ; ; ;0,717751;0,687918;0,711337
12.08.2021;09:20:00; ;410,002472;7,394627;10,851997; ; ; ;0,683529;0,726545;0,702029
12.08.2021;09:30:00; ;409,714935;10,329288;6,731966; ; ; ;0,69493;0,72782;0,707097
12.08.2021;09:40:00; ;412,111908;17,528114;17,399803; ; ; ;0,678566;0,714901;0,696965
12.08.2021;09:50:00; ;411,715393;16,803228;25,743237; ; ; ;0,66808;0,697524;0,729018
12.08.2021;10:00:00; ;413,05304;13,842664;17,867998;0,754479;0,77746;0,772115;0,666824;0,696896;0,73408
12.08.2021;10:10:00; ;414,484467;16,049421;9,572613; ; ; ;0,652475;0,682607;0,712899
12.08.2021;10:20:00; ;414,326263;14,496162;10,160418; ; ; ;0,658249;0,67656;0,725106
12.08.2021;10:30:00; ;413,201843;12,53358;8,381086; ; ; ;0,665009;0,695021;0,726096
12.08.2021;10:40:00; ;411,987854;14,559013;9,782219; ; ; ;0,673625;0,685947;0,735637
12.08.2021;10:50:00; ;412,453918;18,758904;13,367109; ; ; ;0,675795;0,72345;0,705654
12.08.2021;11:00:00; ;411,729553;11,132961;8,597406; ; ; ;0,158262;0,153867;0,15892
12.08.2021;11:10:00; ;412,156982;20,442217;15,209721; ; ; ;0,672132;0,714043;0,702439
12.08.2021;11:20:00; ;411,783997;22,338434;15,836145; ; ; ;0,694244;0,724567;0,717684
12.08.2021;11:30:00; ;411,495239;23,497766;16,23929; ; ; ;0,692093;0,685287;0,734382
12.08.2021;11:40:00; ;410,390594;14,380516;8,987709; ; ; ;0,681434;0,717426;0,704408
12.08.2021;11:50:00; ;410,578552;25,149035;16,984581; ; ; ;0,679873;0,715504;0,703543
12.08.2021;12:00:00; ;411,205505;18,730043;13,780356;0,664182;0,694774;0,682656;0,683574;0,714627;0,707636
12.08.2021;12:10:00; ;412,219635;22,254589;15,12974; ; ; ;0,693666;0,731833;0,722719
12.08.2021;12:20:00; ;412,440704;13,21141;11,956388; ; ; ;0,664376;0,700761;0,701615
12.08.2021;12:30:00; ;412,536621;18,428247;27,290426; ; ; ;0,667753;0,710742;0,705051
12.08.2021;12:40:00; ;411,907715;14,09656;38,886589; ; ; ;0,681701;0,712917;0,706283
12.08.2021;12:50:00; ;413,000854;26,044411;40,439278; ; ; ;0,712544;0,695615;0,714224
12.08.2021;13:00:00; ;413,081146;20,408957;9,371815; ; ; ;0,672724;0,709354;0,702924
12.08.2021;13:10:00; ;412,327545;22,337347;18,302103; ; ; ;0,685246;0,709879;0,709247
12.08.2021;13:20:00; ;412,476563;26,896929;23,630974; ; ; ;0,684487;0,703576;0,745917
12.08.2021;13:30:00; ;413,30246;27,933865;13,586104; ; ; ;0,690327;0,722338;0,702639
12.08.2021;13:40:00; ;412,948761;32,203114;11,241894; ; ; ;0,681755;0,72631;0,731037
12.08.2021;13:50:00; ;413,153046;23,615368;24,191277; ; ; ;0,70712;0,725419;0,713292
