Date;Time;Flagging;'THD12_[%]';'THD23_[%]';'THD31_[%]';'H1_UL1_[%]';'H1_UL2_[%]';'H1_UL3_[%]';'H2_UL1_[%]';'H2_UL2_[%]';'H4_UL2_[%]';'H4_UL3_[%]';'H5_UL1_[%]';'H5_UL2_[%]';'H5_UL3_[%]';'H6_UL1_[%]';'H6_UL2_[%]';'H6_UL3_[%]';'H7_UL1_[%]'
15.08.2021;03:30:00; ;1,750875;1,789095;1,912695;100;100;100;0,02133;0,02081;0,019507;0,022283;1,551247;1,503643;1,639843;0,00682;0,007353;0,008611;0,895018
15.08.2021;03:40:00; ;1,719327;1,756747;1,894926;100;100;100;0,020766;0,020975;0,020558;0,022971;1,552991;1,471816;1,630406;0,007099;0,007007;0,006253;0,860071
15.08.2021;03:50:00; ;1,699564;1,724198;1,860756;100;100;100;0,018313;0,019747;0,018792;0,020434;1,509281;1,433122;1,571406;0,007859;0,008015;0,006093;0,878922
15.08.2021;04:00:00; ;1,713429;1,713449;1,839049;100;100;100;0,018615;0,019437;0,01707;0,016808;1,511726;1,476296;1,559346;0,009513;0,009436;0,006628;0,858941
15.08.2021;04:10:00; ;1,837326;1,859176;1,980396;100;100;100;0,017417;0,018696;0,016548;0,015105;1,657924;1,625125;1,72092;0,007246;0,008754;0,006654;0,867755
15.08.2021;04:20:00; ;1,775588;1,788926;1,908481;100;100;100;0,018325;0,019975;0,018019;0,01791;1,582469;1,542554;1,634454;0,007418;0,008689;0,007242;0,874674
15.08.2021;04:30:00; ;1,759619;1,767496;1,894806;100;100;100;0,018328;0,019333;0,016957;0,016177;1,567298;1,510071;1,613205;0,006341;0,006485;0,006195;0,882058
15.08.2021;04:40:00; ;1,858511;1,882051;1,99553;100;100;100;0,020753;0,021655;0,020701;0,020561;1,689185;1,64587;1,758553;0,006933;0,008469;0,006375;0,849339
15.08.2021;04:50:00; ;1,89744;1,90279;2,020061;100;100;100;0,021891;0,0213;0,020725;0,018785;1,698225;1,65334;1,741388;0,006676;0,009374;0,007052;0,916299
15.08.2021;05:00:00; ;1,927833;1,899495;2,037045;100;100;100;0,020624;0,02161;0,019792;0,015398;1,679825;1,602162;1,682923;0,006413;0,009913;0,009155;1,047884
15.08.2021;05:10:00; ;1,940717;1,927936;2,088473;100;100;100;0,021557;0,021387;0,019477;0,015576;1,672288;1,580481;1,672299;0,007416;0,009804;0,009054;1,122497
15.08.2021;05:20:00; ;1,847298;1,85493;1,962423;100;100;100;0,020633;0,019654;0,017295;0,014909;1,499746;1,452487;1,513386;0,00646;0,010444;0,011015;1,145637
15.08.2021;05:30:00; ;1,799754;1,814368;1,935155;100;100;100;0,019501;0,018476;0,016994;0,014985;1,438281;1,370948;1,453353;0,006842;0,009297;0,008341;1,163575
15.08.2021;05:40:00; ;1,768866;1,793023;1,913573;100;100;100;0,018427;0,018735;0,016595;0,015019;1,444093;1,385992;1,475268;0,009086;0,008217;0,011581;1,101947
15.08.2021;05:50:00; ;1,609759;1,648627;1,735913;100;100;100;0,020263;0,01882;0,019292;0,013281;1,315468;1,281525;1,360244;0,017146;0,007527;0,017616;0,990864
15.08.2021;06:00:00; ;1,504199;1,545929;1,613554;100;100;100;0,018566;0,015744;0,019787;0,013338;1,231552;1,22003;1,287904;0,016599;0,007328;0,014789;0,905778
15.08.2021;06:10:00; ;1,488894;1,51878;1,554132;100;100;100;0,017256;0,017557;0,021036;0,018209;1,184399;1,208281;1,227309;0,017923;0,012375;0,012342;0,908174
15.08.2021;06:20:00; ;1,502493;1,51533;1,551896;100;100;100;0,017492;0,019999;0,014174;0,017714;1,198669;1,203783;1,227474;0,01823;0,010622;0,011515;0,902155
15.08.2021;06:30:00; ;1,51847;1,535697;1,540577;100;100;100;0,01613;0,018072;0,017833;0,017145;1,204875;1,235434;1,235531;0,02004;0,014538;0,011288;0,879863
15.08.2021;06:40:00; ;1,546296;1,588259;1,585085;100;100;100;0,016158;0,019042;0,01512;0,017689;1,269468;1,307458;1,31853;0,01633;0,010188;0,012631;0,835225
15.08.2021;06:50:00; ;1,622091;1,662928;1,666109;100;100;100;0,016647;0,018897;0,015236;0,015188;1,369891;1,397043;1,41753;0,016304;0,010285;0,01002;0,825135
15.08.2021;07:00:00; ;1,663618;1,713724;1,716273;100;100;100;0,014037;0,016879;0,008903;0,011722;1,427358;1,453991;1,489147;0,013985;0,006595;0,01134;0,828592
15.08.2021;07:10:00; ;1,629949;1,666802;1,677788;100;100;100;0,014921;0,018204;0,011756;0,010029;1,394528;1,410231;1,445265;0,016568;0,007512;0,00899;0,821917
15.08.2021;07:20:00; ;1,632815;1,67295;1,684841;100;100;100;0,015375;0,016814;0,01333;0,0128;1,373099;1,373911;1,42166;0,01031;0,011546;0,008623;0,880339
15.08.2021;07:30:00; ;1,691611;1,699585;1,722265;100;100;100;0,014918;0,015802;0,015222;0,013934;1,433049;1,434499;1,455512;0,012211;0,010368;0,006511;0,88673
15.08.2021;07:40:00; ;1,697817;1,726873;1,728332;100;100;100;0,013996;0,011561;0,014375;0,009326;1,426596;1,459452;1,48204;0,014699;0,009509;0,008141;0,863705
15.08.2021;07:50:00; ;1,671574;1,718861;1,722413;100;100;100;0,025939;0,013255;0,016945;0,011808;1,400727;1,428634;1,474376;0,02026;0,011258;0,008273;0,87217
15.08.2021;08:00:00; ;1,672901;1,70918;1,70987;100;100;100;0,04343;0,011849;0,019613;0,014794;1,43141;1,434102;1,476749;0,040743;0,018377;0,013426;0,827046
15.08.2021;08:10:00; ;1,637046;1,696524;1,703803;100;100;100;0,016661;0,013014;0,01536;0,009356;1,416644;1,421043;1,486231;0,010228;0,012138;0,009033;0,822508
15.08.2021;08:20:00; ;1,617743;1,690051;1,685558;100;100;100;0,017342;0,01438;0,018852;0,010173;1,383953;1,40347;1,462866;0,008865;0,01017;0,010128;0,82793
15.08.2021;08:30:00; ;1,628425;1,67673;1,66883;100;100;100;0,01843;0,019141;0,027981;0,015497;1,355586;1,405808;1,433243;0,009913;0,020944;0,013327;0,861629
15.08.2021;08:40:00; ;1,665171;1,696227;1,699205;100;100;100;0,016564;0,040944;0,058425;0,013231;1,429039;1,456796;1,484784;0,010871;0,033355;0,01325;0,825623
15.08.2021;08:50:00; ;1,570089;1,596192;1,632597;100;100;100;0,015458;0,014463;0,01684;0,011483;1,355789;1,343024;1,414594;0,013726;0,009656;0,008666;0,81217
15.08.2021;09:00:00; ;1,606329;1,665544;1,671698;100;100;100;0,0156;0,016083;0,021212;0,013855;1,420025;1,438618;1,501119;0,010557;0,011807;0,009429;0,745754
15.08.2021;09:10:00; ;1,628705;1,684069;1,679226;100;100;100;0,015142;0,021987;0,028661;0,014629;1,411241;1,44821;1,504524;0,008677;0,011206;0,010262;0,770774
15.08.2021;09:20:00; ;1,601259;1,680989;1,670178;100;100;100;0,014431;0,01415;0,016247;0,012642;1,378287;1,429495;1,501754;0,008443;0,007283;0,009039;0,779014
15.08.2021;09:30:00; ;1,649931;1,706016;1,693421;100;100;100;0,014345;0,014231;0,011287;0,011367;1,412763;1,467425;1,512414;0,006705;0,008017;0,006474;0,807875
15.08.2021;09:40:00; ;1,653965;1,674118;1,688066;100;100;100;0,013748;0,013567;0,009558;0,010074;1,42871;1,457734;1,477883;0,009714;0,01042;0,006334;0,813168
15.08.2021;09:50:00; ;1,622079;1,656854;1,639841;100;100;100;0,01524;0,014596;0,008452;0,013619;1,361665;1,430501;1,444153;0,00646;0,006995;0,006914;0,813357
15.08.2021;10:00:00; ;1,556512;1,59253;1,583966;100;100;100;0,013806;0,012397;0,008927;0,012711;1,311754;1,395094;1,400223;0,007826;0,00585;0,005991;0,756802
15.08.2021;10:10:00; ;1,614951;1,657312;1,637475;100;100;100;0,013215;0,012746;0,009628;0,008964;1,380482;1,467868;1,466251;0,006146;0,00587;0,006247;0,74732
15.08.2021;10:20:00; ;1,605464;1,636385;1,622543;100;100;100;0,019557;0,017775;0,014972;0,020304;1,371225;1,442558;1,45548;0,011468;0,009762;0,014316;0,758124
15.08.2021;10:30:00; ;1,592519;1,627671;1,640306;100;100;100;0,015906;0,016556;0,010847;0,014843;1,361263;1,39003;1,448522;0,0085;0,007524;0,010738;0,776879
15.08.2021;10:40:00; ;1,598055;1,623232;1,649745;100;100;100;0,019767;0,013711;0,009743;0,010138;1,379017;1,39952;1,457053;0,006157;0,009104;0,011405;0,779598
15.08.2021;10:50:00; ;1,617436;1,643631;1,661203;100;100;100;0,02085;0,013342;0,010734;0,015617;1,365436;1,404639;1,470829;0,010173;0,005513;0,011421;0,805735
15.08.2021;11:00:00; ;1,627769;1,658913;1,662521;100;100;100;0,01624;0,017612;0,013575;0,038987;1,383779;1,425444;1,484013;0,011134;0,011864;0,019995;0,781342
15.08.2021;11:10:00; ;1,603797;1,639754;1,636063;100;100;100;0,017826;0,012966;0,00899;0,012451;1,354551;1,414798;1,446978;0,009957;0,01051;0,012076;0,775741
15.08.2021;11:20:00; ;1,588803;1,617606;1,630808;100;100;100;0,018643;0,013047;0,012369;0,015404;1,323073;1,377524;1,41816;0,011264;0,012286;0,012615;0,815297
15.08.2021;11:30:00; ;1,506974;1,5668;1,560497;100;100;100;0,016217;0,012743;0,010186;0,012374;1,234167;1,297634;1,363442;0,008951;0,009006;0,012497;0,812481
15.08.2021;11:40:00; ;1,51165;1,566108;1,557137;100;100;100;0,016559;0,013677;0,00908;0,011101;1,234921;1,275;1,35794;0,006904;0,008482;0,010851;0,847147
15.08.2021;11:50:00; ;1,477927;1,530066;1,531178;100;100;100;0,018041;0,015428;0,009381;0,012477;1,210932;1,24546;1,334308;0,007366;0,009323;0,011686;0,839404
15.08.2021;12:00:00; ;1,472363;1,509628;1,531874;100;100;100;0,019491;0,0178;0,011884;0,012355;1,20942;1,254527;1,348358;0,009004;0,00953;0,011666;0,813435
15.08.2021;12:10:00; ;1,474244;1,539867;1,542235;100;100;100;0,020502;0,033979;0,039823;0,014644;1,216532;1,29028;1,385646;0,009333;0,033183;0,014481;0,787843
15.08.2021;12:20:00; ;1,418469;1,487574;1,488906;100;100;100;0,017257;0,016967;0,013001;0,014383;1,150768;1,212489;1,332278;0,008643;0,012043;0,009654;0,78447
15.08.2021;12:30:00; ;1,460628;1,520521;1,546592;100;100;100;0,017774;0,017376;0,009569;0,018613;1,185577;1,233416;1,362817;0,008257;0,00869;0,011567;0,827429
15.08.2021;12:40:00; ;1,495152;1,565325;1,568292;100;100;100;0,015317;0,017187;0,009633;0,020474;1,183496;1,261886;1,389796;0,008595;0,009488;0,012259;0,852111
15.08.2021;12:50:00; ;1,518757;1,577486;1,586849;100;100;100;0,015351;0,015269;0,008913;0,016933;1,227536;1,278744;1,400028;0,010904;0,008863;0,012118;0,837508
15.08.2021;13:00:00; ;1,597152;1,664097;1,728205;100;100;100;0,01357;0,015551;0,00883;0,022435;1,43777;1,449428;1,562552;0,013106;0,008134;0,016974;0,74705
15.08.2021;13:10:00; ;1,713244;1,766331;1,811695;100;100;100;0,013517;0,015966;0,008775;0,022877;1,513137;1,554913;1,6212;0,010673;0,009568;0,020676;0,80664
15.08.2021;13:20:00; ;1,744637;1,783996;1,803985;100;100;100;0,014022;0,017068;0,008906;0,024405;1,555364;1,603282;1,599704;0,009873;0,008008;0,020987;0,774441
15.08.2021;13:30:00; ;1,680864;1,709023;1,727302;100;100;100;0,013219;0,0142;0,009898;0,011167;1,465515;1,506578;1,532421;0,008165;0,007344;0,007533;0,766794
15.08.2021;13:40:00; ;1,554703;1,558013;1,595078;100;100;100;0,014868;0,015829;0,009126;0,009205;1,231922;1,299616;1,393645;0,00871;0,008122;0,005808;0,83504
15.08.2021;13:50:00; ;1,539034;1,518519;1,536818;100;100;100;0,019131;0,014903;0,008156;0,01087;1,20543;1,298128;1,302667;0,009406;0,00651;0,005678;0,830937
15.08.2021;14:00:00; ;1,529052;1,51573;1,563409;100;100;100;0,023098;0,016951;0,012455;0,013244;1,19512;1,244211;1,306468;0,008313;0,010352;0,006278;0,871353
15.08.2021;14:10:00; ;1,638522;1,65006;1,6721;100;100;100;0,020829;0,018173;0,009351;0,017784;1,331826;1,429572;1,454637;0,010037;0,008819;0,009318;0,833581
15.08.2021;14:20:00; ;1,648334;1,657956;1,658868;100;100;100;0,018486;0,015843;0,012086;0,01393;1,330907;1,449948;1,46313;0,008193;0,0075;0,007019;0,820462
15.08.2021;14:30:00; ;1,620335;1,61419;1,613863;100;100;100;0,018011;0,016941;0,021773;0,014115;1,285049;1,360649;1,369725;0,008741;0,008585;0,008422;0,861747
15.08.2021;14:40:00; ;1,651547;1,67126;1,677966;100;100;100;0,017268;0,015946;0,026842;0,015802;1,335185;1,412693;1,434573;0,012482;0,011116;0,01021;0,85875
15.08.2021;14:50:00; ;1,730573;1,762388;1,766098;100;100;100;0,016794;0,013994;0,020349;0,017396;1,461526;1,55063;1,551584;0,012339;0,008416;0,009868;0,830689
15.08.2021;15:00:00; ;1,640046;1,672718;1,663042;100;100;100;0,015182;0,012319;0,010933;0,013321;1,413429;1,500508;1,472414;0,01108;0,005566;0,011343;0,744385
15.08.2021;15:10:00; ;1,721753;1,741102;1,768018;100;100;100;0,015021;0,013317;0,00981;0,011527;1,519717;1,562034;1,589709;0,010676;0,007148;0,013374;0,747176
15.08.2021;15:20:00; ;1,648725;1,665061;1,699301;100;100;100;0,014974;0,011031;0,007849;0,013555;1,414167;1,451365;1,500759;0,010362;0,008506;0,01005;0,788536
15.08.2021;15:30:00; ;1,542429;1,574354;1,593299;100;100;100;0,016005;0,011652;0,008785;0,01551;1,249824;1,281412;1,402337;0,008933;0,011874;0,00825;0,803129
15.08.2021;15:40:00; ;1,564945;1,560638;1,574236;100;100;100;0,015567;0,015112;0,010589;0,014672;1,225417;1,284418;1,375522;0,009885;0,012009;0,005774;0,835254
15.08.2021;15:50:00; ;1,576927;1,58394;1,594903;100;100;100;0,017222;0,015024;0,009306;0,013078;1,252139;1,323283;1,391733;0,008525;0,011904;0,006259;0,840925
15.08.2021;16:00:00; ;1,603801;1,638751;1,643125;100;100;100;0,015221;0,014698;0,011904;0,014985;1,313764;1,358723;1,448035;0,009738;0,014539;0,008355;0,82444
15.08.2021;16:10:00; ;1,567086;1,642205;1,653697;100;100;100;0,014474;0,014328;0,012932;0,014001;1,286112;1,314531;1,46236;0,010708;0,015214;0,00957;0,84098
15.08.2021;16:20:00; ;1,572462;1,653288;1,638792;100;100;100;0,015105;0,014042;0,011439;0,01268;1,268204;1,317394;1,438005;0,00733;0,013937;0,011389;0,853701
15.08.2021;16:30:00; ;1,609518;1,685585;1,663096;100;100;100;0,015201;0,013295;0,010388;0,014301;1,328076;1,400468;1,462825;0,008356;0,012195;0,011238;0,8321
15.08.2021;16:40:00; ;1,61877;1,710903;1,682398;100;100;100;0,013835;0,012545;0,011684;0,015957;1,342223;1,401231;1,50319;0,008095;0,015206;0,01468;0,824372
15.08.2021;16:50:00; ;1,69717;1,777188;1,748305;100;100;100;0,015611;0,012958;0,011581;0,012248;1,457075;1,52259;1,531151;0,007577;0,011761;0,010862;0,816395
15.08.2021;17:00:00; ;1,657449;1,742944;1,68438;100;100;100;0,01348;0,013971;0,011278;0,016141;1,366482;1,467968;1,514693;0,007907;0,010494;0,012343;0,824466
15.08.2021;17:10:00; ;1,692776;1,76143;1,727251;100;100;100;0,018885;0,016885;0,011988;0,017217;1,45511;1,529911;1,564913;0,010244;0,012606;0,012246;0,769542
15.08.2021;17:20:00; ;1,697437;1,787359;1,730209;100;100;100;0,014346;0,015613;0,01203;0,016158;1,455244;1,569753;1,5633;0,009768;0,012935;0,010262;0,777172
15.08.2021;17:30:00; ;1,740326;1,826814;1,780678;100;100;100;0,014597;0,014263;0,01051;0,016135;1,507331;1,605445;1,622129;0,01139;0,013599;0,010587;0,779302
15.08.2021;17:40:00; ;1,75443;1,835624;1,80244;100;100;100;0,014654;0,016491;0,017196;0,017996;1,528901;1,649555;1,644403;0,011029;0,013613;0,012038;0,765343
15.08.2021;17:50:00; ;1,758595;1,839721;1,833994;100;100;100;0,012119;0,011777;0,01215;0,015116;1,544159;1,612991;1,669001;0,006601;0,01087;0,01507;0,782158
15.08.2021;18:00:00; ;1,774524;1,865052;1,847057;100;100;100;0,011644;0,012078;0,011796;0,014403;1,553356;1,629012;1,678482;0,007599;0,011241;0,011251;0,794067
15.08.2021;18:10:00; ;1,770413;1,834484;1,834579;100;100;100;0,01591;0,017601;0,011437;0,011811;1,552342;1,640466;1,64221;0,008217;0,009587;0,00792;0,79526
15.08.2021;18:20:00; ;1,762719;1,837095;1,828938;100;100;100;0,015042;0,014472;0,012477;0,011017;1,522457;1,617161;1,623055;0,006813;0,011015;0,010286;0,831439
15.08.2021;18:30:00; ;1,784071;1,849231;1,862839;100;100;100;0,015203;0,012451;0,009307;0,012555;1,559113;1,622294;1,66113;0,007122;0,010161;0,010333;0,82927
15.08.2021;18:40:00; ;1,799527;1,849971;1,852521;100;100;100;0,020286;0,011752;0,008584;0,01153;1,581584;1,638874;1,654507;0,008747;0,011611;0,0085;0,79807
15.08.2021;18:50:00; ;1,761497;1,829247;1,814954;100;100;100;0,02073;0,013203;0,013409;0,011344;1,524884;1,600212;1,615208;0,014008;0,018036;0,012472;0,806467
15.08.2021;19:00:00; ;1,76546;1,819511;1,824462;100;100;100;0,01795;0,01168;0,012464;0,01098;1,512644;1,563517;1,58747;0,015604;0,01796;0,014496;0,866318
15.08.2021;19:10:00; ;1,835924;1,85421;1,883654;100;100;100;0,014841;0,012516;0,008959;0,01542;1,596327;1,63138;1,64644;0,009453;0,020116;0,009493;0,858262
15.08.2021;19:20:00; ;1,831321;1,884373;1,893703;100;100;100;0,017007;0,0153;0,008359;0,017274;1,589968;1,638172;1,674782;0,010984;0,017789;0,011058;0,868837
15.08.2021;19:30:00; ;1,861018;1,906929;1,939463;100;100;100;0,015186;0,017375;0,007891;0,01944;1,634016;1,644085;1,710525;0,012985;0,013864;0,006967;0,879914
15.08.2021;19:40:00; ;1,95348;1,981833;2,050171;100;100;100;0,014416;0,017738;0,007387;0,014573;1,757154;1,75333;1,829062;0,010028;0,010272;0,007417;0,870764
15.08.2021;19:50:00; ;1,932194;2,013245;2,06517;100;100;100;0,013978;0,015997;0,007062;0,01462;1,741043;1,753004;1,852698;0,008426;0,007333;0,006744;0,881547
15.08.2021;20:00:00; ;2,019953;2,066311;2,16634;100;100;100;0,011981;0,013309;0,010052;0,015834;1,857523;1,826501;1,922953;0,011122;0,009568;0,00681;0,89918
15.08.2021;20:10:00; ;2,021372;2,067719;2,197641;100;100;100;0,011972;0,012944;0,007248;0,015408;1,918847;1,847819;1,985862;0,011074;0,008175;0,006271;0,828601
15.08.2021;20:20:00; ;2,100868;2,132483;2,229409;100;100;100;0,012618;0,014183;0,009294;0,0158;2,005883;1,990392;2,061084;0,011105;0,008578;0,00584;0,731227
15.08.2021;20:30:00; ;2,16492;2,234962;2,304154;100;100;100;0,014922;0,016429;0,01819;0,018861;2,071619;2,094003;2,197594;0,012579;0,010308;0,007292;0,67264
15.08.2021;20:40:00; ;2,174381;2,24539;2,362238;100;100;100;0,016209;0,017839;0,020323;0,017401;2,092891;2,106651;2,226474;0,010424;0,008532;0,008378;0,688853
15.08.2021;20:50:00; ;2,170566;2,251319;2,345076;100;100;100;0,013465;0,019304;0,020435;0,019114;2,080568;2,078312;2,234005;0,009668;0,008025;0,007118;0,713947
15.08.2021;21:00:00; ;2,18102;2,282867;2,386561;100;100;100;0,014482;0,020533;0,026401;0,021113;2,106045;2,103671;2,279326;0,009291;0,011533;0,007256;0,693433
15.08.2021;21:10:00; ;2,223993;2,311014;2,432146;100;100;100;0,016276;0,020476;0,022263;0,02373;2,172391;2,14066;2,322734;0,010267;0,012864;0,007206;0,678333
15.08.2021;21:20:00; ;2,216996;2,297907;2,457296;100;100;100;0,015479;0,018891;0,015064;0,021815;2,172978;2,115926;2,328119;0,009347;0,011581;0,006525;0,717278
15.08.2021;21:30:00; ;2,236219;2,321119;2,455063;100;100;100;0,014527;0,016536;0,016797;0,02367;2,160838;2,135839;2,341378;0,009818;0,013059;0,009227;0,730685
15.08.2021;21:40:00; ;2,296185;2,355798;2,478615;100;100;100;0,015787;0,017938;0,018253;0,023;2,21149;2,194952;2,373698;0,009417;0,013559;0,009808;0,718562
15.08.2021;21:50:00; ;2,264245;2,296572;2,476281;100;100;100;0,016419;0,017718;0,020173;0,022497;2,193553;2,137637;2,311602;0,009115;0,016551;0,011814;0,757572
15.08.2021;22:00:00; ;2,213029;2,239607;2,432911;100;100;100;0,015671;0,015902;0,019725;0,027392;2,152598;2,087755;2,257091;0,010299;0,017659;0,012233;0,749053
15.08.2021;22:10:00; ;2,266129;2,302214;2,45752;100;100;100;0,01831;0,016902;0,02281;0,021232;2,199187;2,160232;2,320211;0,007041;0,018063;0,014823;0,719958
15.08.2021;22:20:00; ;2,228435;2,26876;2,399682;100;100;100;0,018552;0,016647;0,023659;0,020624;2,135815;2,138265;2,265275;0,005729;0,012373;0,009791;0,717596
15.08.2021;22:30:00; ;2,262967;2,312894;2,42543;100;100;100;0,018272;0,018585;0,024918;0,023146;2,174554;2,168101;2,284847;0,008609;0,014644;0,00872;0,741857
15.08.2021;22:40:00; ;2,343174;2,393926;2,491215;100;100;100;0,023246;0,021907;0,022874;0,026228;2,240406;2,258641;2,368074;0,008954;0,011037;0,006602;0,740403
15.08.2021;22:50:00; ;2,318217;2,342787;2,44366;100;100;100;0,020213;0,019495;0,021135;0,025074;2,204735;2,200353;2,299376;0,009035;0,011121;0,006169;0,751877
15.08.2021;23:00:00; ;2,263748;2,317861;2,364462;100;100;100;0,018348;0,017944;0,021119;0,022473;2,125877;2,188045;2,25055;0,009421;0,010328;0,006114;0,715333
15.08.2021;23:10:00; ;2,254101;2,314081;2,364724;100;100;100;0,017523;0,016985;0,018973;0,022471;2,125767;2,184688;2,253619;0,01068;0,011505;0,005736;0,706692
15.08.2021;23:20:00; ;2,205349;2,290262;2,379091;100;100;100;0,017856;0,016807;0,019704;0,022926;2,090703;2,100532;2,229069;0,009498;0,011464;0,006436;0,793245
15.08.2021;23:30:00; ;2,221156;2,290231;2,389865;100;100;100;0,017612;0,020225;0,019472;0,022966;2,106519;2,104261;2,242827;0,009963;0,009951;0,006175;0,782598
15.08.2021;23:40:00; ;2,281917;2,347106;2,446968;100;100;100;0,020731;0,020942;0,017879;0,025518;2,163533;2,162066;2,316973;0,010356;0,008507;0,007534;0,766877
15.08.2021;23:50:00; ;2,132804;2,205595;2,293311;100;100;100;0,019772;0,021151;0,017917;0,0258;1,996232;2,007183;2,159034;0,010382;0,008306;0,006449;0,775822
16.08.2021;00:00:00; ;2,106149;2,182827;2,266024;100;100;100;0,02047;0,018248;0,015659;0,022883;1,977391;1,987816;2,128338;0,011967;0,007294;0,009559;0,761187
16.08.2021;00:10:00; ;2,125891;2,199564;2,283227;100;100;100;0,021263;0,020346;0,022149;0,024329;1,989294;2,002334;2,133891;0,009714;0,010169;0,006152;0,7872
16.08.2021;00:20:00; ;2,05682;2,11296;2,200526;100;100;100;0,020039;0,022054;0,020947;0,024065;1,898448;1,907553;2,023653;0,009145;0,01011;0,005815;0,817336
16.08.2021;00:30:00; ;2,028812;2,08388;2,171237;100;100;100;0,023146;0,026117;0,024931;0,02657;1,865642;1,860077;1,981013;0,013119;0,013296;0,011924;0,846276
16.08.2021;00:40:00; ;2,022875;2,066633;2,178517;100;100;100;0,01805;0,022089;0,021272;0,019171;1,848577;1,833387;1,967495;0,00862;0,011165;0,006209;0,88445
16.08.2021;00:50:00; ;1,979476;2,029219;2,163642;100;100;100;0,01875;0,022361;0,023016;0,020865;1,812349;1,752429;1,920524;0,007535;0,010693;0,007985;0,916187
16.08.2021;01:00:00; ;1,965267;2,011347;2,156815;100;100;100;0,020071;0,022377;0,023402;0,021021;1,808331;1,75504;1,913448;0,007708;0,011125;0,009519;0,893038
16.08.2021;01:10:00; ;1,989267;2,053045;2,128023;100;100;100;0,019028;0,020716;0,02227;0,019367;1,798362;1,803317;1,927397;0,006748;0,010442;0,008709;0,876314
16.08.2021;01:20:00; ;1,904497;1,959909;2,09359;100;100;100;0,019493;0,020874;0,021939;0,020466;1,722593;1,672659;1,837164;0,005322;0,007687;0,007341;0,905139
16.08.2021;01:30:00; ;1,878552;1,911578;2,078454;100;100;100;0,019964;0,022055;0,02351;0,020137;1,700199;1,637978;1,791792;0,006201;0,00907;0,008424;0,914535
16.08.2021;01:40:00; ;1,913453;1,94461;2,118349;100;100;100;0,018956;0,021314;0,024379;0,020759;1,756909;1,681786;1,84427;0,00732;0,011807;0,009767;0,903446
16.08.2021;01:50:00; ;1,895044;1,912152;2,016545;100;100;100;0,018339;0,021174;0,025491;0,019235;1,678212;1,655012;1,750408;0,006938;0,012125;0,010888;0,93358
16.08.2021;02:00:00; ;1,843803;1,870183;1,970824;100;100;100;0,020829;0,02188;0,025287;0,017917;1,632692;1,619187;1,71361;0,008559;0,011576;0,010798;0,905347
16.08.2021;02:10:00; ;1,860203;1,899432;2,045122;100;100;100;0,019866;0,023122;0,025276;0,022485;1,69478;1,628828;1,783684;0,008232;0,010829;0,007357;0,893922
16.08.2021;02:20:00; ;1,85462;1,892627;1,991649;100;100;100;0,021209;0,02472;0,027217;0,024305;1,659117;1,637536;1,750701;0,008416;0,010944;0,00723;0,8917
16.08.2021;02:30:00; ;1,844997;1,869975;1,961676;100;100;100;0,020857;0,024873;0,026036;0,026091;1,648427;1,639867;1,731053;0,008625;0,010331;0,006741;0,872484
16.08.2021;02:40:00; ;1,886526;1,932091;2,006955;100;100;100;0,021036;0,022804;0,024781;0,022316;1,678385;1,685977;1,785362;0,007855;0,010882;0,008336;0,878287
16.08.2021;02:50:00; ;1,838907;1,875755;1,972299;100;100;100;0,018312;0,021486;0,022284;0,018955;1,619395;1,601875;1,714778;0,006966;0,009997;0,008787;0,909624
16.08.2021;03:00:00; ;1,792838;1,833949;1,929306;100;100;100;0,019777;0,022583;0,023811;0,021336;1,588714;1,56337;1,682569;0,007583;0,010685;0,00789;0,882843
16.08.2021;03:10:00; ;1,828529;1,871059;1,991827;100;100;100;0,019322;0,023734;0,025665;0,020832;1,661264;1,619628;1,769117;0,007434;0,011415;0,009656;0,840526
16.08.2021;03:20:00; ;1,797987;1,827578;1,962228;100;100;100;0,022747;0,026336;0,028591;0,022553;1,619464;1,569096;1,690062;0,008299;0,012723;0,011245;0,875937
16.08.2021;03:30:00; ;1,868208;1,886436;2,005537;100;100;100;0,022484;0,024684;0,027473;0,021457;1,680406;1,641888;1,755863;0,007572;0,012296;0,010066;0,874679
16.08.2021;03:40:00; ;1,927162;1,944623;2,050685;100;100;100;0,019261;0,02193;0,025015;0,01678;1,755786;1,717374;1,828022;0,007673;0,011578;0,011471;0,842591
16.08.2021;03:50:00; ;1,862322;1,875533;1,999273;100;100;100;0,019035;0,022486;0,025961;0,019934;1,703804;1,6386;1,765746;0,008297;0,012128;0,009759;0,84753
16.08.2021;04:00:00; ;1,845871;1,88553;1,999251;100;100;100;0,020279;0,024068;0,026581;0,024996;1,695891;1,638921;1,782491;0,007565;0,011443;0,008922;0,83545
16.08.2021;04:10:00; ;1,906142;1,957634;2,067509;100;100;100;0,018384;0,021504;0,022507;0,021669;1,768171;1,735597;1,877099;0,006352;0,010038;0,009123;0,802312
16.08.2021;04:20:00; ;1,87527;1,91317;2,010836;100;100;100;0,019199;0,023972;0,026478;0,022251;1,70123;1,687564;1,807064;0,007588;0,011215;0,009759;0,831435
16.08.2021;04:30:00; ;1,881626;1,887667;1,982989;100;100;100;0,021249;0,025825;0,029159;0,026032;1,692744;1,682543;1,757042;0,013994;0,012794;0,018273;0,851324
