Date;Time;Flagging;'U12_[V]';'U23_[V]';'U31_[V]';'U12_max_[V]';'U23_max_[V]';'U31_max_[V]';'U12_min_[V]';'U23_min_[V]';'U31_min_[V]';'IL1_[A]';'IL2_[A]';'IL3_[A]';'I_Neutral_[A]';'IL1_max_[A]';'IL2_max_[A]';'IL3_max_[A]';'I_Neutral_max_[A]';'IL1_min_[A]';'IL2_min_[A]';'IL3_min_[A]';'I_Neutral_min_[A]';'Pst_U12';'Pst_U23';'Pst_U31';'Plt_U12';'Plt_U23';'Plt_U31';'Unbalance_-_Voltage_(_Neg./Pos.)_[%]';'Unbalance_-_Current_(_Neg./Pos.)_[%]';'F_[Hz]';'P_total_min_[W]';'P_total_[W]';'P_total_[W]'_abs;'P_total_max_[W]';'S_total_min__[VA]';'S_total_[VA]';'S_total_max_[VA]';'PF_total';'PF_total'_abs;'cos(phi)';'tan(phi)';'QV_total_[Var]';'UL1_[V]';'UL2_[V]';'UL3_[V]';'UL1_max_[V]';'UL2_max_[V]';'UL3_max_[V]';'UL1_min_[V]';'UL2_min_[V]';'UL3_min_[V]';'Pst_UL1';'Pst_UL2';'Pst_UL3'
2021/08/17;12:50:00; ;396,117615;398,278320;398,292633;414,325653;417,150909;417,033569;363,353973;366,295349;364,907990;35,411827;30,420975;24,001123;7,440815;51,719402;48,331093;40,712925;17,717564;19,295504;19,214344;13,025620;1,196298;1,472511;1,497318;1,489966; ; ; ;0,363694;10,930299;50,006920;14837,576172;19602,369141;19602,369141;25087,308594;15572,457031;20227,826172;25567,875000;0,969079;0,969079;0,986265;0,167471;3274,455811;228,916840;229,273941;230,516342;239,430222;240,048340;241,455963;209,716705;211,048660;211,310852;1,477987;1,471515;1,509637
2021/08/17;13:00:00; ;396,117584;398,347260;398,464600;415,453125;419,090454;417,974396;362,419373;366,008911;363,798157;32,519463;25,046278;22,762331;5,355724;53,614174;45,813507;36,828831;10,795219;14,790061;11,960297;7,008677;2,091229;1,523352;1,542308;1,540998; ; ; ;0,384245;17,773596;50,006035;11620,596680;16480,464844;16480,464844;21143,503906;12617,813477;17256,550781;21730,173828;0,955027;0,955027;0,977511;0,215737;3545,418701;228,950256;229,306610;230,588120;239,955139;241,092636;242,211884;209,073624;210,806458;210,846512;1,528790;1,522627;1,560846
2021/08/17;13:10:00; ;396,179230;398,211731;397,680145;414,886322;417,583832;416,106750;363,219818;366,479828;363,686920;35,557896;26,967279;39,629284;4,639099;66,196777;59,605072;60,912495;12,908310;20,629234;14,127550;27,137869;2,922262;1,505115;1,518367;1,516658; ; ; ;0,306516;22,908173;50,006462;15479,330078;22033,906250;22033,906250;30612,964844;16020,582031;22593,380859;31015,349609;0,975237;0,975237;0,992161;0,125952;2768,637451;228,798157;229,347305;230,204971;239,308075;240,522308;241,164658;209,310242;211,186752;210,914658;1,504028;1,498765;1,529959
2021/08/17;13:20:00; ;396,247223;398,484497;398,453613;417,739990;420,730682;420,488251;362,199219;363,912201;364,068451;34,742424;19,664848;22,341763;5,217546;56,882946;28,988327;41,309677;8,866546;14,078858;5,976897;6,081021;4,147121;1,632368;1,660178;1,659560; ; ; ;0,373170;30,596043;50,006805;6933,500000;15422,199219;15422,199219;25664,302734;8021,630859;15952,920898;25967,777344;0,966732;0,966732;0,998083;0,062009;953,327393;228,938416;229,397415;230,654770;241,347382;242,004654;243,622238;209,310913;209,695572;210,562393;1,631454;1,631862;1,666893
2021/08/17;13:30:00; ;396,295166;398,086060;398,561005;400,936615;403,953461;402,894440;393,552948;395,694244;395,761932;21,532187;16,351553;10,718266;4,697519;33,704987;28,505190;24,667210;14,198905;7,278315;6,493447;5,103720;1,894852;0,335229;0,321540;0,328223; ; ; ;0,347836;39,827652;50,006569;-6414,543945;6835,864746;6835,864746;14059,326172;3753,516602;8049,111816;14600,954102;0,849269;0,849269;0,977742;0,214585;1458,168579;229,009628;229,192963;230,646118;231,419876;232,425461;233,609894;227,221634;227,811920;229,092148;0,335405;0,323063;0,325871
2021/08/17;13:40:00; ;396,199463;398,072052;398,920349;415,754089;418,126740;419,030609;362,812164;365,009033;365,298096;20,391054;21,208618;11,190265;7,204900;42,869637;43,377167;24,533783;13,656505;9,596110;4,677351;4,935826;4,012776;1,547997;1,560513;1,566324; ; ; ;0,404521;18,844643;50,006561;-4591,349609;6103,666016;6103,666016;17058,746094;5392,890137;8189,937500;17524,146484;0,745264;0,745264;0,869725;0,567463;3441,925049;229,003952;229,158630;230,831314;240,404037;240,511002;242,568237;209,774826;210,197617;211,263000;1,553658;1,547178;1,586486
2021/08/17;13:50:00; ;396,048920;397,897339;398,314117;417,328918;420,628113;421,117096;360,322662;363,296478;363,328094;28,229151;29,627073;13,742717;7,721463;37,673752;44,222385;30,192513;11,348628;13,607758;11,783628;5,451985;4,756962;1,656661;1,655397;1,683519; ; ; ;0,349715;18,771849;50,006683;8099,491211;14538,908203;14538,908203;19225,375000;8945,458984;15227,201172;19831,531250;0,954798;0,954798;0,986116;0,168398;2439,354736;228,853394;229,079010;230,528854;241,297028;241,851593;243,884552;207,986984;209,344376;210,286987;1,669717;1,634605;1,686081
2021/08/17;14:00:00; ;395,994751;397,602722;397,678101;416,246765;419,057281;418,606689;362,469757;364,995819;363,605042;36,399746;33,887390;25,258339;7,358188;63,725670;75,637657;50,155952;13,954024;25,203842;18,172977;6,569342;4,626856;1,596355;1,601006;1,601261;1,437162;1,453218;1,453556;0,275787;11,617175;50,006702;12775,950195;19970,279297;19970,279297;26087,142578;13560,728516;20510,531250;26398,025391;0,973660;0,973660;0,993072;0,118329;2355,970215;228,699982;229,060516;230,136124;240,274384;241,251144;242,501862;209,043320;210,405746;210,656891;1,595385;1,587955;1,614730
2021/08/17;14:10:00; ;396,076660;397,616913;397,696442;416,180847;418,465851;418,423126;362,139648;363,688385;363,711365;24,600496;30,531805;14,471639;6,563610;53,181007;51,605717;26,942116;13,700231;11,483148;20,389952;5,688414;4,633667;1,598566;1,618477;1,617478; ; ; ;0,264587;14,903915;50,006153;8643,108398;13780,294922;13780,294922;23017,769531;9696,535156;14457,645508;23410,070313;0,953149;0,953149;0,993192;0,117284;1609,619751;228,819580;228,958557;230,180298;240,368729;240,888763;242,336548;209,187943;209,651794;210,367905;1,597698;1,590767;1,638284
2021/08/17;14:20:00; ;396,119537;397,481689;397,668793;416,394562;418,958954;418,719543;360,423157;362,634277;363,116180;21,817480;27,404449;15,891547;6,080931;44,129234;46,373653;39,565952;12,962630;9,286475;9,370727;5,314504;3,229888;1,598039;1,610715;1,617593; ; ; ;0,245983;12,221779;50,006664;6091,417969;12698,885742;12698,885742;23433,300781;7333,638672;13396,157227;23801,500000;0,947950;0,947950;0,994476;0,105548;1334,328857;228,841064;228,944763;230,101852;240,419861;241,182236;242,554749;208,666122;208,854263;209,955811;1,604074;1,604106;1,624357
2021/08/17;14:30:00; ;396,105469;397,857147;397,656250;416,608032;418,953796;418,530396;361,813263;363,400665;363,037476;27,298214;29,059254;23,479126;4,282711;54,912643;53,839874;39,646599;12,863898;7,610390;9,331519;5,933202;2,198467;1,620160;1,634229;1,633259; ; ; ;0,278171;11,926321;50,006573;7113,042969;16103,952148;16103,952148;23392,205078;8371,842773;16859,146484;24185,814453;0,955206;0,955206;0,985140;0,174346;2797,222412;228,792877;229,105423;230,190598;240,537186;241,207504;242,423767;208,920212;209,552246;209,989426;1,612468;1,613455;1,640635
2021/08/17;14:40:00; ;396,367554;397,806122;397,923279;401,008209;402,118225;402,951447;392,174286;392,486603;393,463837;30,460833;35,222225;20,980825;4,078693;64,371399;70,443108;48,466465;13,780861;18,704596;21,918169;5,421583;2,526213;0,373460;0,380074;0,379474; ; ; ;0,250125;9,851542;50,005131;9646,554688;17951,378906;17951,378906;27497,199219;11099,580078;18629,087891;28040,005859;0,963621;0,963621;0,988204;0,154972;2774,116699;229,076675;229,189316;230,080994;231,693283;231,859421;232,837692;226,519165;226,494751;227,097870;0,372916;0,376164;0,383430
2021/08/17;14:50:00; ;396,530945;397,670929;397,608612;417,607452;420,060760;418,772583;360,484375;363,200562;361,555115;20,425798;16,964432;10,233657;4,405943;52,912968;55,554253;47,077805;13,890357;10,696908;4,885629;5,064869;2,543184;1,689976;1,703027;1,697034; ; ; ;0,183545;26,093260;50,005322;-5551,671387;2167,115723;2167,115723;10118,300781;5331,298340;8189,712891;12561,708008;0,264614;0,264614;0,319052;2,970474;6308,703125;229,125473;229,072922;229,977356;241,172272;241,725159;242,604065;208,274841;209,038712;209,370163;1,693020;1,689710;1,713487
2021/08/17;15:00:00; ;396,554443;397,191315;397,082520;418,026550;420,951385;419,732910;359,532654;362,162781;361,223846;14,978651;20,992537;14,626202;3,794422;28,142015;34,424118;33,480778;12,281953;9,064304;5,691426;6,327062;2,720610;1,696009;1,710100;1,709680; ; ; ;0,097325;28,431623;50,005219;-5683,193848;6956,563477;6956,563477;14895,475586;4430,810059;8505,090820;15680,934570;0,817929;0,817929;0,910601;0,453861;3139,651367;229,083405;228,946121;229,577271;241,670105;241,971420;243,179840;208,056931;208,323456;208,962738;1,695277;1,688646;1,724362
2021/08/17;15:10:00; ;396,513916;397,358734;397,046112;401,874176;403,550964;401,790253;391,959808;392,447540;393,344788;12,731934;19,080528;15,186005;5,201139;28,369534;35,358578;35,920933;11,941197;6,020903;9,570784;6,989122;1,583512;0,364062;0,344755;0,352484; ; ; ;0,122147;11,064334;50,005375;-292,497650;6980,273438;6980,273438;13397,222656;4130,236816;8219,497070;13914,475586;0,849234;0,849234;0,974484;0,230334;1597,144531;229,134171;228,917511;229,612274;231,913589;232,494080;232,761200;226,770554;226,102615;227,191666;0,362806;0,351462;0,347394
2021/08/17;15:20:00; ;396,494171;397,519989;396,904816;418,318268;420,241943;418,925964;359,628662;361,638245;359,997772;19,133892;23,471144;20,413143;7,131168;53,001255;61,097862;44,767319;9,959235;7,940331;5,088576;5,629298;3,622744;1,724067;1,730144;1,729752; ; ; ;0,148151;14,476008;50,005959;2,615540;10915,329102;10915,329102;19680,564453;6489,719238;12103,976563;20006,347656;0,901797;0,901797;0,963503;0,277838;3019,948730;229,011948;229,045471;229,606430;241,647568;241,862091;242,612213;207,756775;208,295547;208,338135;1,723128;1,716402;1,744408
2021/08/17;15:30:00; ;396,568909;397,500458;396,728333;400,910767;400,916595;399,167206;392,368286;392,744110;391,492523;28,079445;24,056868;17,409321;4,578726;44,520321;36,688187;41,328491;13,304403;13,842494;8,031544;5,853123;1,830666;0,302670;0,298652;0,297152; ; ; ;0,143886;23,276789;50,005013;-7528,818359;7918,052734;7918,052734;20750,265625;5244,837891;10243,823242;21227,494141;0,772959;0,772959;0,861585;0,589161;4640,792480;228,961716;229,023758;229,603226;231,023865;231,202698;231,413544;226,264771;226,435974;226,677841;0,300368;0,299766;0,297470
2021/08/17;15:40:00; ;396,480804;397,411285;396,087189;417,260529;419,705872;417,917328;360,483551;362,718048;361,375977;20,296116;37,623028;35,629391;3,627744;33,053654;70,612450;76,245972;12,990808;8,463843;11,355452;8,666587;1,481513;1,666240;1,687329;1,679083; ; ; ;0,197245;19,838200;50,006371;9125,273438;18760,832031;18760,832031;34644,304688;10164,035156;19285,876953;35146,914063;0,972776;0,972776;0,991725;0,129453;2422,327393;228,820801;229,082550;229,220795;240,795486;241,586838;242,224289;208,251099;208,955688;209,096130;1,672879;1,666660;1,700642
2021/08/17;15:50:00; ;396,552673;397,022095;396,199860;401,779175;402,335358;401,496887;391,739990;392,181091;390,675781;22,491304;37,149982;34,268547;3,911753;34,607468;67,127121;50,784992;13,347252;13,960991;20,479733;16,494678;2,025458;0,349750;0,347444;0,348929; ; ; ;0,120074;14,727442;50,005627;12690,958008;19863,226563;19863,226563;30008,753906;13457,176758;20341,250000;30333,384766;0,976500;0,976500;0,993318;0,116184;2302,837402;228,910812;228,871429;229,209808;231,919617;231,970108;232,241989;225,987305;226,184464;226,046463;0,350554;0,347597;0,347472
2021/08/17;16:00:00; ;396,661499;396,997437;396,813141;401,413330;402,329803;401,834473;392,160461;392,489807;391,590393;19,721039;18,388842;18,737843;4,935862;36,025745;37,173698;38,672928;14,384559;9,630802;5,306296;6,208366;1,872775;0,365851;0,365424;0,361978;1,443763;1,455147;1,454012;0,048522;45,667667;50,005264;-6482,741699;5303,189941;5303,189941;20719,087891;5957,496582;8410,356445;21151,970703;0,630555;0,630555;0,748360;0,886328;4667,498535;229,102203;228,735580;229,551086;231,935898;231,749390;232,426163;226,265930;226,306793;226,637634;0,366291;0,362662;0,361583
2021/08/17;16:10:00;X;396,511566;396,908020;397,367554;419,470001;420,422485;420,953583;357,835266;359,073761;359,345459;22,317207;28,858603;17,603163;4,885325;54,541138;48,947548;54,362663;13,376781;10,085619;5,467376;6,601132;1,970212;1,821597;1,820813;1,836533; ; ; ;0,124163;9,121468;50,005501;6891,043457;13515,192383;13515,192383;21225,015625;8393,922852;14396,847656;22108,746094;0,938761;0,938761;0,973187;0,236351;3184,588623;229,170685;228,662659;229,742203;242,435577;241,975662;243,620056;206,902466;206,786346;207,789948;1,828866;1,806292;1,843994
2021/08/17;16:20:00; ;396,589569;397,548584;397,446716;401,246490;403,967529;402,867676;391,678986;391,374969;390,974121;23,283123;17,821411;13,810091;6,039603;37,137829;37,158577;31,139202;16,086447;13,600045;6,414219;5,561117;2,282666;0,413908;0,412093;0,402240; ; ; ;0,152565;45,104359;50,004856;-6945,793945;4877,009766;4877,009766;16771,640625;5529,176758;8316,083008;17390,013672;0,586455;0,586455;0,701822;1,015005;4910,131348;229,125824;228,996933;229,911057;232,019562;232,152756;233,108459;225,804291;225,739944;226,550583;0,410313;0,412493;0,406338
2021/08/17;16:30:00; ;396,711334;397,367340;397,051392;401,093872;401,710846;402,309418;392,165680;392,935974;391,705414;23,239662;13,622909;11,731479;7,361229;33,986637;25,121235;33,876377;16,528816;11,690983;5,284166;5,291780;2,281090;0,370333;0,370644;0,362301; ; ; ;0,095027;56,835480;50,005581;-6141,704102;165,230469;165,230469;7887,953125;5060,144531;8186,462891;10997,318359;0,020183;0,020183;0,019587;51,045887;6703,615723;229,106445;228,927353;229,733185;231,944504;231,392136;232,509583;226,300262;226,439835;226,940887;0,367655;0,369368;0,364979
2021/08/17;16:40:00;X;396,582977;397,076111;397,272308;420,336426;422,336029;421,692749;357,569916;359,556793;359,111633;18,696192;16,473780;11,378194;4,984970;28,624060;32,878933;32,331020;15,266369;10,019560;5,105562;4,716871;1,870302;1,845812;1,860232;1,868133; ; ; ;0,102722;38,258728;50,004707;-4900,160156;4468,682617;4468,682617;12495,767578;4659,659180;8024,088379;13494,399414;0,556908;0,556908;0,644370;1,186763;5258,526855;229,165741;228,731537;229,758835;243,021332;242,845947;244,175659;206,907455;206,972580;207,731323;1,853145;1,837419;1,875725
2021/08/17;16:50:00; ;396,644501;397,277130;396,462646;401,040863;402,319580;401,336212;392,054749;391,494476;391,143677;19,172543;18,954876;28,933653;4,148213;40,369396;39,816776;50,227077;12,962786;13,855741;7,004105;11,967029;1,445501;0,359820;0,360449;0,353383; ; ; ;0,124572;39,355053;50,005493;4153,894531;11523,835938;11523,835938;19745,220703;7524,810059;13280,033203;21223,400391;0,867757;0,867757;0,909002;0,458515;5267,140625;229,051025;228,926773;229,361816;231,763748;231,604797;232,196457;226,262558;225,907852;226,108841;0,358729;0,357939;0,356457
2021/08/17;17:00:00; ;396,679535;397,580566;396,419861;401,354065;402,657776;401,238159;392,424469;393,007172;390,898163;18,909931;14,215259;30,162779;4,291546;32,939411;28,912909;52,142941;13,646159;13,778242;7,211104;15,689194;1,806367;0,356104;0,355534;0,352718; ; ; ;0,177448;58,850670;50,005451;5171,836914;10304,064453;10304,064453;17202,632813;7884,334473;12034,452148;18505,050781;0,856214;0,856214;0,902777;0,476430;4891,873535;228,979858;229,087555;229,443253;231,663651;231,709259;232,569275;226,283386;226,583801;226,396667;0,357031;0,352848;0,354431
2021/08/17;17:10:00; ;396,560913;397,791473;397,134644;401,189728;403,083771;402,984589;391,842926;391,090729;391,201721;29,050476;15,389067;27,719622;5,485189;57,393509;50,723225;54,382229;15,375110;12,350623;5,112262;13,704947;2,330282;0,430486;0,426630;0,427905; ; ; ;0,178765;36,646511;50,005249;8894,872070;14352,906250;14352,906250;21618,117188;10038,410156;15459,640625;22510,871094;0,928411;0,928411;0,958410;0,297781;4262,768066;229,048828;229,147919;229,782608;231,973724;232,016418;233,093277;226,062988;226,015625;226,048630;0,429656;0,426626;0,429992
2021/08/17;17:20:00; ;396,669952;397,514313;397,348389;401,082306;402,169983;401,345398;392,216797;392,718201;391,890656;25,146263;23,952814;21,521320;5,101063;42,582481;58,301102;38,545364;15,051236;12,364338;9,452538;4,225330;2,094360;0,322303;0,317113;0,315834; ; ; ;0,129674;16,373953;50,005867;6952,308594;13180,662109;13180,662109;23975,921875;8547,212891;14455,759766;24673,464844;0,911793;0,911793;0,942032;0,356171;4683,415527;229,116898;229,122299;229,750534;231,688202;231,753403;232,107727;226,316025;226,541245;226,637833;0,320205;0,321265;0,314709
2021/08/17;17:30:00;X;396,581177;397,086548;396,939148;420,510986;421,895294;421,098175;359,390930;359,890503;359,454346;25,557316;29,818933;17,392347;3,967817;51,464325;54,151638;39,355717;12,815512;12,200481;14,956539;4,105772;1,197140;1,866855;1,876181;1,891660; ; ; ;0,075121;9,262791;50,004597;5942,608887;14333,082031;14333,082031;24061,593750;7644,125000;15140,009766;24495,408203;0,946702;0,946702;0,972841;0,237938;3402,615967;229,015305;228,985641;229,458054;242,862061;242,891479;243,806381;207,537247;207,733902;206,395187;1,878270;1,858647;1,907642
2021/08/17;17:40:00; ;396,702271;397,249115;396,602570;397,926483;398,639923;398,561127;394,693573;395,338531;393,933411;22,447201;22,797159;22,171747;4,566539;40,583252;36,187855;39,372883;14,180627;10,326823;8,543626;5,594892;2,139101;0,188412;0,177494;0,183067; ; ; ;0,101227;12,990992;50,005741;4423,709473;13138,575195;13138,575195;21782,796875;5981,076660;13962,795898;22302,068359;0,940970;0,940970;0,972465;0,239649;3141,185791;228,954453;229,128464;229,341980;229,831696;229,961304;230,475983;227,835220;227,988220;228,032623;0,186115;0,182858;0,177722
2021/08/17;17:50:00; ;396,730591;397,159302;397,048645;397,710602;398,915741;398,979034;395,375610;394,920837;394,676941;17,500593;23,244020;16,711512;5,270653;28,159599;39,174026;37,641167;13,506933;12,293466;10,309822;6,068617;2,586546;0,173397;0,161269;0,167727; ; ; ;0,064177;3,626810;50,004292;6727,281250;11127,191406;11127,191406;18979,042969;7697,458008;11905,960938;19569,591797;0,934590;0,934590;0,975729;0,224430;2490,354004;229,120590;228,980148;229,545441;229,717712;229,773514;230,749207;228,423691;227,802521;228,062576;0,169817;0,168101;0,173718
2021/08/17;18:00:00;X;396,668182;396,524567;396,543732;399,146240;400,289551;399,393738;392,917603;392,514984;392,353821;22,313437;31,637032;19,879732;4,049600;36,170273;45,286560;34,292755;12,526018;13,500650;17,444893;7,431145;1,581385;0,327544;0,320320;0,321958;1,170155;1,174842;1,182696;0,023324;5,642199;50,005798;9735,856445;15438,530273;15438,530273;21703,160156;10319,900391;15922,996094;22090,476563;0,969574;0,969574;0,993767;0,112173;1728,100464;229,004333;228,788818;229,161636;230,402908;230,651199;231,116882;226,827576;226,686432;226,552582;0,325337;0,322496;0,322276
2021/08/17;18:10:00; ;396,559418;397,029480;397,109772;399,915558;400,136200;400,936859;393,020050;392,425446;392,450256;39,709686;37,077045;22,912233;3,343417;56,035938;54,338417;39,585831;12,005116;21,454382;18,286608;12,552443;1,628183;0,354653;0,350590;0,352779; ; ; ;0,085820;15,578254;50,005920;13366,728516;21761,970703;21761,970703;28680,015625;13803,838867;22008,689453;28817,708984;0,988790;0,988790;0,999157;0,041092;892,864807;229,068924;228,991608;229,451950;231,158875;230,756134;231,538330;226,785629;226,662033;226,566315;0,353090;0,352924;0,352450
2021/08/17;18:20:00;X;343,207886;343,872894;343,237366;397,900177;399,041412;398,117432;0,003831;0,006459;0,005762;27,912951;25,578705;26,540392;2,046964;43,773857;55,562916;42,312580;10,531791;0,003919;0,014289;0,005075;0,022006;7,610293;7,888949;7,818208; ; ; ;0,126857;14,547425;50,005512;0,000049;15128,878906;15128,878906;26241,859375;0,000701;15330,674805;26384,908203;0,986837;0,986837;0,999338;0,036408;549,821777;198,158340;198,247269;198,503510;229,774353;229,960251;230,310760;0,008835;0,010049;0,008945;7,610229;7,748446;7,960163
2021/08/17;18:30:00;X;310,249298;309,840454;310,318176;418,224609;418,122681;418,662354;0,004811;0,006655;0,004203;35,246399;31,241533;28,296803;3,060403;219,139084;161,925552;195,141190;25,290035;0,013078;0,013017;0,016600;0,022256;11,512366;11,512864;11,512623; ; ; ;0,095755;12,468204;49,972149;0,000104;15672,496094;15672,496094;46925,578125;0,000576;15760,916016;47200,945313;0,994390;0,994390;0,998662;0,051782;811,883850;179,120346;178,895248;179,157181;241,609528;241,404068;241,796722;0,007945;0,012814;0,006812;11,616302;11,512444;11,513091
2021/08/17;18:40:00; ;417,379669;416,601196;417,739838;418,591064;417,964203;418,913147;415,906281;414,703522;416,081604;32,832249;36,156258;28,102356;3,504739;50,004383;53,342655;44,228024;6,744935;26,807056;24,653690;15,459122;1,535218;0,100285;0,100466;0,108069; ; ; ;0,160597;9,843964;49,973827;16984,769531;22290,074219;22290,074219;29391,113281;17237,611328;22503,453125;29533,037109;0,990518;0,990518;0,999132;0,041689;929,751587;241,179550;240,322372;241,181137;241,827240;240,951050;241,878754;240,367615;239,363083;240,079147;0,107033;0,096540;0,102569
2021/08/17;18:50:00; ;416,943451;416,343018;416,919586;418,194489;418,094269;418,617249;415,324158;414,738464;415,003357;38,820698;39,870663;35,391739;3,263662;57,779316;53,998829;53,862240;7,021398;26,171812;22,940575;16,646694;1,454900;0,123411;0,126787;0,130153; ; ; ;0,094044;6,740196;49,962521;19491,998047;26342,664063;26342,664063;35912,910156;19797,210938;26570,115234;36045,476563;0,991440;0,991440;0,999809;0,019559;515,470459;240,847580;240,268967;240,692566;241,605804;241,145416;241,676056;239,898392;239,388260;239,740921;0,124145;0,128759;0,130759
2021/08/17;19:00:00; ;417,568085;416,547821;417,204071;418,904297;418,112061;419,006958;415,734924;415,144012;415,641571;34,405731;39,435608;29,250441;3,604996;50,137882;56,291592;40,981968;10,505837;22,710638;21,006826;21,411072;1,837050;0,131106;0,130566;0,131012; ; ; ;0,143576;5,490850;49,946163;16936,191406;23801,652344;23801,652344;30720,255859;17264,822266;24066,890625;30912,146484;0,988979;0,988979;0,999851;0,017278;411,483215;241,129044;240,474548;240,849274;242,031525;241,363220;241,896973;240,092636;239,539566;240,106445;0,128544;0,130854;0,127141
2021/08/17;19:10:00; ;421,721954;420,589752;421,248016;425,744873;423,812195;425,588074;418,234344;416,405579;418,259796;31,876446;39,315849;31,495764;3,371709;44,238495;65,993484;60,337635;12,605381;22,902252;14,387750;20,714535;1,972381;0,171614;0,168856;0,176551; ; ; ;0,156425;6,348590;50,019024;15558,673828;23325,648438;23325,648438;33717,503906;15940,281250;23594,796875;33899,992188;0,988593;0,988593;0,999802;0,019882;464,063538;243,520737;242,825317;243,173721;245,940048;244,771500;245,391739;241,717880;240,329788;241,314941;0,174408;0,170574;0,171773
2021/08/17;19:20:00; ;421,569519;420,814697;421,674957;422,620941;422,445251;422,912598;420,344086;419,276978;419,856934;38,967163;37,084431;28,089617;3,715004;59,332298;55,106483;46,183517;12,301371;24,402754;16,580553;18,212471;1,501980;0,126168;0,127396;0,129688; ; ; ;0,128696;13,854037;49,988850;16899,433594;24217,005859;24217,005859;31298,875000;17248,142578;24492,123047;31480,669922;0,988767;0,988767;0,999367;0,035599;862,587585;243,533508;242,911926;243,362015;244,110413;243,824692;244,068161;242,774277;242,131165;242,393326;0,121267;0,127941;0,131430
2021/08/17;19:30:00; ;420,779175;420,338898;420,915741;421,969269;421,386230;422,498810;419,746979;419,177521;419,792206;51,737095;38,662449;37,881973;3,325106;67,347229;60,474079;56,320255;9,475996;35,010365;23,444706;19,063860;1,525205;0,080867;0,097011;0,112837; ; ; ;0,082519;16,475742;49,990395;22286,812500;30309,199219;30309,199219;36187,832031;22537,998047;30504,871094;36321,394531;0,993586;0,993586;0,999472;0,032500;985,375427;243,049545;242,652893;242,935303;243,722443;243,219971;243,678589;242,308685;241,996521;242,285309;0,087480;0,090521;0,112483
2021/08/17;19:40:00; ;421,101166;420,118225;421,186676;422,313629;421,147919;422,157532;419,942596;418,962189;420,086914;46,257420;49,292801;30,438498;4,259990;56,906559;70,976563;46,130695;9,415773;33,841179;28,001814;18,570107;1,878856;0,081036;0,084292;0,081881; ; ; ;0,162984;13,979758;49,987450;22449,666016;29869,095703;29869,095703;37171,386719;22646,085938;30049,753906;37354,417969;0,993988;0,993988;0,999773;0,021302;636,485352;243,219833;242,640808;242,992020;243,812897;243,180313;243,556641;242,522293;241,970367;242,299835;0,080581;0,089774;0,081533
2021/08/17;19:50:00; ;420,991821;419,772919;420,685974;422,175537;421,156586;422,065094;418,788940;418,100250;418,178650;41,581448;41,546192;37,660149;2,211452;61,997929;63,187477;71,246796;7,916558;32,396477;26,103369;20,238850;1,611914;0,089226;0,094664;0,098539; ; ; ;0,174445;4,986132;49,994228;21470,890625;28342,517578;28342,517578;40233,367188;21663,503906;28557,412109;40342,804688;0,992475;0,992475;0,999999;0,001078;30,563292;243,124710;242,413116;242,764160;243,726303;243,212128;243,409760;241,895828;241,362793;241,188873;0,089632;0,098572;0,113243
2021/08/17;20:00:00;X;420,028564;419,082886;419,717468;421,031921;420,326660;420,990906;418,816437;417,849976;418,384766;41,511288;33,298691;32,218403;4,328903;59,861637;47,863754;58,385563;14,403588;30,902794;17,123854;21,484358;1,494485;0,094996;0,099153;0,113107;5,472445;5,518805;5,506755;0,133309;16,893068;49,995541;19263,310547;25027,367188;25027,367188;32230,875000;19548,609375;25262,923828;32409,796875;0,990676;0,990676;0,999990;0,004543;113,770355;242,590591;241,980835;242,216644;243,315475;242,569397;242,775085;241,837326;241,255661;241,416855;0,096716;0,097460;0,126058
2021/08/17;20:10:00; ;419,845337;419,805786;419,244629;420,914795;420,994690;420,478302;418,279877;418,183533;417,437225;47,070854;31,959024;43,333538;4,416880;63,417149;49,605045;78,888939;15,056130;33,074177;19,613173;28,721684;1,861072;0,078080;0,087782;0,128175; ; ; ;0,093566;20,682936;49,982681;23336,054688;28695,458984;28695,458984;37931,585938;23633,839844;28953,666016;38201,988281;0,991082;0,991082;0,998862;0,047756;1371,100952;242,360748;242,343033;242,122498;242,932175;243,018982;242,818237;241,472198;241,388489;241,241714;0,080330;0,087803;0,111492
2021/08/17;20:20:00; ;419,970795;419,257294;419,285950;421,133392;420,527527;420,777435;418,597382;417,621094;417,840515;51,434940;41,612743;36,183414;3,313397;63,418728;62,047653;49,263664;4,766318;40,460995;25,820486;24,756374;1,636678;0,073746;0,083151;0,075295; ; ; ;0,112140;15,491024;49,992794;25111,613281;30445,199219;30445,199219;34679,468750;25388,535156;30702,082031;34863,957031;0,991633;0,991633;0,999176;0,040625;1237,484009;242,379715;242,271866;241,954300;242,983322;242,857727;242,904144;241,471115;241,379486;241,196167;0,076312;0,085701;0,076287
2021/08/17;20:30:00; ;419,007904;418,126923;418,205566;420,335114;419,388336;419,441071;416,995941;416,550354;416,898102;43,546631;38,448887;29,471121;3,031726;60,859638;52,491959;47,941727;7,744656;34,623222;26,461981;20,243738;1,533120;0,105824;0,094762;0,107024; ; ; ;0,135925;14,396540;50,000278;19838,992188;25990,429688;25990,429688;34152,679688;20170,755859;26255,085938;34330,792969;0,989920;0,989920;0,999851;0,017245;448,484009;241,892456;241,632309;241,248672;242,548477;242,277145;241,982269;240,753540;240,847366;240,400330;0,114844;0,097657;0,104239
