Date;Time;Flagging;'U12_[V]';'IL2_[A]';'IL3_[A]';'Plt_U12';'Plt_U23';'Plt_U31'
15.08.2021;09:30:00; ;416,670959;7,866913;9,492676; ; ; 
15.08.2021;09:40:00; ;416,031555;7,035946;8,427646; ; ; 
15.08.2021;09:50:00; ;418,631439;8,694148;8,43719; ; ; 
15.08.2021;10:00:00; ;418,851257;12,205092;15,49894;0,1254;0,127691;0,123171
15.08.2021;10:10:00; ;418,730591;8,535224;6,869594; ; ; 
15.08.2021;10:20:00; ;418,027252;10,792669;6,917194; ; ; 
15.08.2021;10:30:00; ;417,646729;10,725372;10,050208; ; ; 
15.08.2021;10:40:00; ;417,541595;12,309375;8,197158; ; ; 
15.08.2021;10:50:00; ;417,581055;12,21869;11,523862; ; ; 
15.08.2021;11:00:00; ;417,402649;13,367219;11,557934; ; ; 
15.08.2021;11:10:00; ;417,363251;15,084511;10,774265; ; ; 
15.08.2021;11:20:00; ;417,748047;13,369505;9,006025; ; ; 
15.08.2021;11:30:00; ;417,645111;20,382215;11,717779; ; ; 
15.08.2021;11:40:00; ;417,967896;12,956425;8,691891; ; ; 
15.08.2021;11:50:00; ;417,060394;23,361309;28,946447; ; ; 
15.08.2021;12:00:00; ;416,815094;24,350779;32,572063;0,142872;0,134907;0,172247
15.08.2021;12:10:00; ;417,712677;20,81925;22,180397; ; ; 
15.08.2021;12:20:00; ;417,159027;17,498446;28,849417; ; ; 
15.08.2021;12:30:00; ;417,198547;16,536652;26,185625; ; ; 
15.08.2021;12:40:00; ;417,039856;16,74921;16,840225; ; ; 
15.08.2021;12:50:00; ;415,736298;19,521511;13,826257; ; ; 
15.08.2021;13:00:00; ;415,312836;13,132539;19,539261; ; ; 
15.08.2021;13:10:00; ;414,339905;19,936964;21,836405; ; ; 
15.08.2021;13:20:00; ;415,355499;14,912507;22,257519; ; ; 
15.08.2021;13:30:00; ;415,965179;10,303891;19,604053; ; ; 
15.08.2021;13:40:00; ;417,552124;18,638597;10,149471; ; ; 
15.08.2021;13:50:00; ;417,458252;17,511398;13,608061; ; ; 
15.08.2021;14:00:00; ;417,331085;18,356089;11,052961;0,126468;0,124899;0,123283
15.08.2021;14:10:00; ;416,711151;15,902648;11,527561; ; ; 
15.08.2021;14:20:00; ;416,888855;13,242763;9,168839; ; ; 
15.08.2021;14:30:00; ;417,263458;17,498562;12,311771; ; ; 
15.08.2021;14:40:00; ;417,342682;15,629138;9,684229; ; ; 
15.08.2021;14:50:00; ;417,493286;16,681772;11,684958; ; ; 
15.08.2021;15:00:00; ;418,506073;10,691755;7,39021; ; ; 
15.08.2021;15:10:00; ;418,863617;7,968647;12,989585; ; ; 
15.08.2021;15:20:00; ;419,839813;12,429825;14,051377; ; ; 
15.08.2021;15:30:00; ;420,027344;16,690804;9,791895; ; ; 
15.08.2021;15:40:00; ;419,753418;17,940044;6,670153; ; ; 
15.08.2021;15:50:00; ;419,302521;15,544338;8,544086; ; ; 
15.08.2021;16:00:00; ;419,730743;14,140656;12,911745;0,271301;0,1242;0,29437
15.08.2021;16:10:00; ;419,518677;14,792614;9,226281; ; ; 
15.08.2021;16:20:00; ;418,339691;13,870689;10,474953; ; ; 
15.08.2021;16:30:00; ;418,207489;11,087772;9,605732; ; ; 
15.08.2021;16:40:00; ;417,331238;12,366774;8,423269; ; ; 
15.08.2021;16:50:00; ;417,345276;25,134142;17,224815; ; ; 
15.08.2021;17:00:00; ;417,898621;8,85191;8,043674; ; ; 
15.08.2021;17:10:00; ;417,614746;11,531622;9,115393; ; ; 
15.08.2021;17:20:00; ;417,854553;18,36392;9,098665; ; ; 
15.08.2021;17:30:00; ;417,529633;12,354941;11,262007; ; ; 
15.08.2021;17:40:00; ;417,018066;25,852467;30,384401; ; ; 
15.08.2021;17:50:00; ;416,951416;22,329254;25,253897; ; ; 
15.08.2021;18:00:00; ;416,782593;20,024036;15,798982;0,150541;0,145249;0,177094
15.08.2021;18:10:00; ;415,624115;21,803501;13,799477; ; ; 
15.08.2021;18:20:00; ;415,005981;27,601723;20,332722; ; ; 
15.08.2021;18:30:00; ;414,523743;29,745813;25,802174; ; ; 
15.08.2021;18:40:00; ;413,60849;24,934534;24,669868; ; ; 
15.08.2021;18:50:00; ;413,375732;29,528587;19,129217; ; ; 
15.08.2021;19:00:00; ;413,732788;33,454189;22,068846; ; ; 
15.08.2021;19:10:00; ;413,973846;30,959654;26,921402; ; ; 
15.08.2021;19:20:00; ;413,915253;29,77796;29,305763; ; ; 
15.08.2021;19:30:00; ;414,28421;23,625917;31,377726; ; ; 
15.08.2021;19:40:00; ;414,306702;19,34708;40,136452; ; ; 
15.08.2021;19:50:00; ;414,330688;21,656157;42,65588; ; ; 
15.08.2021;20:00:00; ;414,10199;20,248209;36,213535;0,193835;0,168613;0,152487
15.08.2021;20:10:00; ;412,867676;24,896982;36,353153; ; ; 
15.08.2021;20:20:00; ;411,518829;24,929434;43,084373; ; ; 
15.08.2021;20:30:00; ;415,078217;24,988094;36,273064; ; ; 
15.08.2021;20:40:00; ;415,998993;33,087566;38,941658; ; ; 
15.08.2021;20:50:00; ;415,17923;28,401783;35,054932; ; ; 
15.08.2021;21:00:00; ;415,870575;30,727489;39,220715; ; ; 
15.08.2021;21:10:00; ;416,507446;29,726671;36,678905; ; ; 
15.08.2021;21:20:00; ;416,999359;26,137094;38,205891; ; ; 
15.08.2021;21:30:00; ;417,281708;29,18964;34,790882; ; ; 
15.08.2021;21:40:00; ;418,54126;20,998993;27,494265; ; ; 
15.08.2021;21:50:00; ;419,391052;25,534678;23,979641; ; ; 
15.08.2021;22:00:00; ;420,108612;25,49061;31,749577;0,119069;0,118779;0,116842
15.08.2021;22:10:00; ;418,615356;24,985151;19,749535; ; ; 
15.08.2021;22:20:00; ;418,516113;18,879501;23,324453; ; ; 
15.08.2021;22:30:00; ;419,060547;24,395391;23,226746; ; ; 
15.08.2021;22:40:00; ;419,961273;25,144854;14,349219; ; ; 
15.08.2021;22:50:00; ;420,725342;18,550674;12,467735; ; ; 
15.08.2021;23:00:00; ;421,145447;17,710123;12,020291; ; ; 
15.08.2021;23:10:00; ;416,048553;16,625858;15,541061; ; ; 
15.08.2021;23:20:00; ;413,392548;17,028095;12,045929; ; ; 
15.08.2021;23:30:00; ;413,610382;15,130509;14,261917; ; ; 
15.08.2021;23:40:00; ;413,964691;16,404177;18,583593; ; ; 
15.08.2021;23:50:00; ;414,935669;15,844697;13,106903; ; ; 
16.08.2021;00:00:00; ;414,725616;16,26693;12,028197;0,133696;0,133442;0,134933
16.08.2021;00:10:00; ;413,20575;16,553505;12,359358; ; ; 
16.08.2021;00:20:00; ;413,254639;17,936844;13,15777; ; ; 
16.08.2021;00:30:00; ;413,623932;16,658373;11,458747; ; ; 
16.08.2021;00:40:00; ;414,095581;14,92986;12,434141; ; ; 
16.08.2021;00:50:00; ;414,669891;17,356787;11,139534; ; ; 
16.08.2021;01:00:00; ;414,912933;16,135899;11,853435; ; ; 
16.08.2021;01:10:00; ;414,159454;16,429697;9,789207; ; ; 
16.08.2021;01:20:00; ;414,348389;13,682628;10,329363; ; ; 
16.08.2021;01:30:00; ;414,590149;13,633597;11,930934; ; ; 
16.08.2021;01:40:00; ;414,626404;13,895327;14,167178; ; ; 
16.08.2021;01:50:00; ;415,248993;14,248714;10,012746; ; ; 
16.08.2021;02:00:00; ;414,915771;14,692184;10,272576;0,12339;0,121431;0,133994
16.08.2021;02:10:00; ;415,431946;16,792038;9,640402; ; ; 
16.08.2021;02:20:00; ;415,433289;17,018064;9,538771; ; ; 
16.08.2021;02:30:00; ;415,760162;15,354883;9,375813; ; ; 
